,Sujetos,lematizado,texto_crudo,coherencia_evolucion,coherencia_evolucion_normalizada
10,11.0,ah primero día cursar presencial labo 5 creer todavía cosa medio presencial medio venir cada dos semana acuerdo raro además mitad estudiante laboratorio enorme seis persona ahí mitad grupo casa zoom acuerdo empezar experimento caminata aleatorio bolita arriba placa vibrar acuerdo quién profesor término personal acuerdo contento pandemia poner indiferente facultad volver labo tipo claro ahora acuerdo gustar facultad acuerdo si mañana tarde buen detalle hacer tiempo," Ah, mi primer día de cursada presencial fue en Labo 5 creo, que todavía estábamos en una cosa como medio presencial, medio no, como que veníamos cada dos semanas. Me acuerdo que fue muy raro, porque además éramos la mitad de los estudiantes, el laboratorio es enorme y estábamos seis personas ahí, porque la mitad del grupo estaba en su casa con el Zoom. Pero sí, me acuerdo que empezamos con el experimento de caminatas aleatorias, con bolitas arriba de una placa que vibraba. Me acuerdo quiénes eran mis profesores, pero en términos personales, también me acuerdo que estaba muy contenta. Que la pandemia me puso indiferente con la facultad y volver al labo fue tipo, no, claro, ahora me acuerdo por qué me gustaba la facultad. Pero sí eso. Y lo que no me acuerdo si era la mañana o la tarde, pero bueno, detalles, fue hace mucho tiempo.
",[0.51486388 0.54438536 0.5231889  0.53337878 0.53339979 0.5237776 ],"[0.832003088128773, 0.8797088240357097, 0.8454560432975148, 0.8619225596327739, 0.8619565121313539, 0.8464073754518763]"
11,12.0,primero día cursar presencial hacer labels saber pasar volver cursar presencial laboratorio 5 modalidad hacer grupo dos ir día cada hacer grupo facu declarar burbuja ir ir todo clase acuerdo día relevante acuerdo día tocar experimento glow acuerdo primero tocar acuerdo día poder decir montón cosa época tocar experimento glow trabajar tecnópoli día tipo primero día acuerdo pasar,"Primer día de cursar presencial, yo te hago los labels. Sabes qué pasa, yo volví a cursar presencial con Laboratorio 5 y era una modalidad que era hacíamos grupos de a dos, y como que tenía que ir un día cada uno. Y yo hice un grupo con Facu, y como que declaramos que éramos burbuja y que íbamos a ir todos todas las clases. Pero no me acuerdo como que ese día como no fue algo que nada, que fuera muy relevante. Porque no me acuerdo que ese día nos tocó el experimento de glow. Me acuerdo que ese fue el primero que nos tocó pero no me acuerdo del día. Pero puedo decir un montón de cosas de esa época, como nos tocó el experimento de glow, y yo estaba trabajando en Tecnópolis. Pero no, no ese día tipo el primer día no me acuerdo qué pasó.
","[0.5483745  0.62667733 0.49736455 0.57653073 0.5254665  0.49351077
 0.55641198]","[0.9398396769350787, 1.0740401383649159, 0.8524155282869, 0.9880956490669642, 0.9005784688676848, 0.8458106657647888, 0.9536148332957081]"
12,13.0,primero día cursar claro postpandemia estructura 4 suponer horario charla inicial laboratorio 6 ledesma así hacer faltar primero parte clase tener reunión zoom ledesma así varios noriega compartir mismo computadora poder tener char él ahí así hora ahí estructura 4 así ver mitad clase sorprender profesor barbijo puesto decidir mucho vacuna puesto hacer falta plot twist después covid cursar cursar terminar temprano así poder ir primero día postpandemia quedar merendar seguramente festejar volver ver yo fin,"Primer día de cursada, claro, post-pandemia, fue Estructura 4, que se suponía el horario con la charla inicial del Laboratorio 6 con Ledesma. Así que lo que tuvimos que hacer fue faltar a la primera parte de la clase para tener la reunión por Zoom con el Ledesma. Así que fuimos varios a la Noriega, compartiendo una misma computadora, para poder tener la charla, y habíamos estado ahí algo así como una hora, y de ahí fuimos a Estructura 4. Así que vimos la mitad de la clase, me sorprendió que el profesor no tenía el barbijo puesto, porque él decidió que como tenía muchas vacunas puestas, no hacía falta. Plot twist, después tuvo Covid. Y eso, cursamos, la cursada terminó temprano, así que nos pudimos ir. Y eso, ese fue el primer día de post-pandemia. Nos habremos quedado a merendar seguramente, para festejar volver a vernos. Fin.
","[0.38943243 0.4108687  0.37215468 0.34371398 0.46827862 0.43083122
 0.26817304 0.18496364]","[0.7025100731512423, 0.7411796638932362, 0.6713421563788261, 0.6200370378810356, 0.8447433149751016, 0.777190712913527, 0.4837662320139458, 0.33366204614509576]"
13,14.0,primero día cursar presencial postpandemia acuerdo cursar física teórico 2 segundo física teórico hacer acuerdo primero vez cursar pabellón cero infinito sentar aula raro mesa hexagonal hecho ver pizarrón cosa acuerdo sentir chico ahora juego pelota después tiempo momento acuerdo justo sentir poder ver pizarrón gente poder acuerdo haber pensar ofrecer él chico si querer cambiar final animar ofrecer acuerdo cursar 3 8 día solo clase teórico clase práctico entonces re temprano llevar mochila hoy ahora jansport azul después creer acuerdo relevante,"En el primer día de cursada presencial post-pandemia, me acuerdo que cursé Física Teórica 2, que fue la segunda Física Teórica que yo hacía. Me acuerdo que fue mi primera vez cursando en el pabellón cero más infinito, y nos sentamos en una de estas aulas que era rara porque tiene estas mesas hexagonales, que no están hechas para que veas el pizarrón. Y una cosa que me acuerdo es que me senté con unos chicos que ahora juego a la pelota con ellos, después de un tiempo. Y en su momento me acuerdo que había uno que, yo justo me senté para poder ver el pizarrón, pero había gente que no podía, y me acuerdo de haber pensado de ofrecerle a un chico de si quería cambiar, pero al final no me animé y no le ofrecí. Me acuerdo que cursaba de 3 a 8, y ese día solo hubo clase Teórica, no hubo clase práctica. Entonces nos fuimos re temprano. Y llevé la mochila que tengo hoy, ahora, la Jansport azul, pero después creo que no me acuerdo nada más relevante. 
",[0.54611798 0.48988452 0.49344653 0.51309124 0.50895301 0.45975453],"[0.8744996375777672, 0.7844529083649124, 0.7901567599267753, 0.8216138631225135, 0.814987306390536, 0.7362056997607884]"
14,15.0,suponer primero día presencial año pasado 2022 primero cuatri 2022 cursar martes jueves viernes así venir martes cursado estructura materia 4 dinámica lineal estructura acuerdo además cursar varios compañer cursar pandemia facu cori bauti cami cande 8 compañero dinámica lineal primero clase re buen ver cosa solución simple ver dónde punto fijo ecuación diferencial ver si estable inestable od,"Supongo que el primer día presencial fue el año pasado, 2022. Primer cuatri de 2022. Yo cursaba los martes, jueves y viernes. Así que vino un martes y habré cursado de Estructura en la Materia 4 y Dinámica No Lineal. De Estructura no me acuerdo mucho. Además de que cursé con varios compañeres con los que cursaba antes de la pandemia. Facu, Cori, Bauti, Cami Cande, como 8 compañeros. Y en Dinámica No Lineal la primera clase estuvo re buena. Vimos algunas cosas de soluciones simples para ver dónde están los puntos fijos de una ecuación diferencial y ver si son estables o inestables en un OD. Y eso. 
","[0.47226402 0.41069952 0.45451611 0.46131226 0.47096979 0.37156916
 0.45746422 0.4518498  0.54161745]","[0.8048779730742596, 0.6999537969190365, 0.7746302594578547, 0.7862129159871591, 0.8026722132279629, 0.6332640511685348, 0.7796547126197287, 0.7700860845335717, 0.9230767850268805]"
15,16.0,buen 2022 creer primero año volver normalidad después pandemia acuerdo verano cursar labo 4 verano todavía seguir poquito modalidad ir acuerdo turnar compañero entonces clase ir clase ir gente aula acuerdo cursar cómo llamar profesor rotonda físico acuerdo conocer compañero conocer ahí laboratorio salir bien buen acuerdo presión solo laboratorio primero vez hacer ahí cosa general grupo materia vez tocar hacer él solo después año acuerdo bien cursar cursar creer teo 1 recursado cursar cursar teo 2 presencial primero cuatrimestre cursar dos acuerdo cursar vladimir acuerdo buen intenso ahí empezar salir novio así medio movido cuatrimestre segundo cuatrimestre hacer estructura tranqui primero vez rafa año bariloche buen buen seguramente mucho cosa acordar momento mundial 2022 labo 4 acuerdo sentir raro acuerdo tocar computadora colorcito x multicolor acuerdo experimento tocar acuerdo recuerdo día,"Bueno, el 2022 creo que fue el primer año ya donde se volvió la normalidad después de la pandemia. Me acuerdo que ese verano cursé Labo 4, en verano, y todavía seguía un poquito esa modalidad de no ir todos. Me acuerdo que me turnaba con mi compañero, entonces algunas clases iba él, y otras clases iba yo, pero ya había más gente en el aula. Me acuerdo que la cursé con, ¿Cómo se llama este profesor? Con una de los La Rotondas el que es físico. Nada, me acuerdo que yo no conocía a mi compañero de antes, lo conocí ahí en el laboratorio, salió muy bien. Estuvo bueno, pero me acuerdo también la presión de estar sola en el laboratorio por primera vez haciendo ahí las cosas. Como que en general es en grupo esas materias y nada, esta vez me tocaba hacerlo sola. Después, durante el año, no me acuerdo bien que cursé. Cursé, creo que Teo 1 la había recursado y la estuve cursando, y cursé también Teo 2 presencial ya. Eso fue en el primer cuatrimestre, cursé esas dos. Me acuerdo que las cursé con Vladimir. Me acuerdo que, nada, estuvo bueno, fue intenso. También ahí empecé a salir con mi novio, así que fue como medio movido ese cuatrimestre. Y nada, y el segundo cuatrimestre ya hice Estructuras y fue más tranqui. Fue la primera vez que fui a la RAFA ese año, en Bariloche, estuvo muy bueno. ¿Qué más? Bueno, seguramente muchas cosas más, pero no me las estaría acordando en este momento. Fue el mundial, en el 2022. De Labo 4. Nada, eso, me acuerdo de sentir muy rara, me acuerdo que me tocó una computadora que tenía los colorcitos en X, como multicolor. No me acuerdo qué experimento me tocó, eso no me acuerdo. Pero eso no tengo mucho más recuerdo de ese día.
","[0.53791513 0.53877766 0.51668196 0.48747739 0.51471386 0.50601435
 0.52976258 0.55407363 0.50791703 0.51134885 0.4776105  0.512958
 0.52218498 0.51304199 0.49128776 0.464539   0.45785248 0.524332
 0.40693361 0.49032031 0.43028329 0.5620898 ]","[0.8965977718896331, 0.8980354311892824, 0.8612062836597641, 0.8125280671003924, 0.8579258543134087, 0.843425498470331, 0.8830090886210884, 0.9235307724985378, 0.8465968837141155, 0.8523170442902245, 0.7960819157559066, 0.854999178207843, 0.8703787203516012, 0.8551391806772731, 0.8188791862996325, 0.7742943246328777, 0.76314921218354, 0.8739573797298917, 0.6782775579844994, 0.8172666363529525, 0.7171968528458333, 0.9368921420228636]"
16,17.0,buen primero día cursar presencial 2022 anotar verano cursar laboratorio electrónico materia mucho gana cursar siempre anotar carrera decir decir ver lista optativo único decir así querer hacer el labo electrónico así querer hacer miedo siempre sobrecucir año poner nervioso tema sobrecupo saber quedar hablar dina compañero labo 6 7 momento trabajar junto saber llegar 8 9 ahí re poquito re buen dina facu par amigo malo decir temprano 8 mañana primero día afectar afectar segundo tercero día medio primero día ir entusiasmo gana encontrar amigo re buen pasar bien materia re buen saber si acuerdo barbijo planificado hacer cosa grupo dina christian profesor materia decir poder trabajar individualmente tipo a eh posta 8 acá trabajar individualmente hacer cada cosa buen ayudar igual medio parte hacer ejercicio guía buen juntar hablar discutir clase hacer cosa junto acuerdo christian preguntar nombre hablar llegado labo electrónico gustar electrónico buen siempre gustar gustar hacer avión programar arduino cosa así siempre mucho gana hacer él buen preguntar tipo momento lindo cada contar elegir materia optativo saber cuánto materia df decir cualquiera df acuerdo suponer después llegar cansado verano venir dormir tarde 8 mañana entonces llegado casa destrucción enorme buen re buen bien,"Bueno, el primer día de cursada presencial fue en 2022. Yo me anoté en verano para cursar Laboratorio de Electrónica, que es una materia que tenía muchas ganas de cursar desde siempre, desde que me anoté a la carrera, digamos. Dije, vi las listas optativas y la única que dije así de una quiero hacerla, era la Labo de Electrónica, así que la quise hacer. Estaba con miedo porque tenía, siempre había sobrecupo en otros años y yo me pongo muy nervioso con el tema de los sobrecupos y yo qué sé, y de no quedar. Ya había hablado con Dina, mi compañero de Labo 6 y 7, en ese momento, para que trabajemos juntos y yo qué sé. Y de la nada llegamos y éramos 8, 9, por ahí. Éramos re poquitos. Estuvo re bueno. Estaba con Dina y estaba con Facu, un par de amigos. Lo malo, digamos, era que era muy temprano, eran las 8 de la mañana, pero el primer día eso no afecta, eso afecta más los segundos y terceros días o los del medio. Pero el primer día uno va con entusiasmo y con ganas y se encuentra con sus amigos y está re bueno, yo la pasé bien, la materia estuvo re buena. No sé si me acuerdo mucho más. Estábamos con barbijos, yo había planificado hacer las cosas en grupo con Dina y Christian, el profesor de la materia, dijo que podíamos trabajar individualmente y fue tipo, ah, posta, somos 8, nada tiene sentido acá, trabajemos individualmente y hagamos cada uno nuestra cosa. Y bueno, nos ayudamos igual en el medio. Había parte de hacer ejercicios con guías y eso, bueno, nos juntábamos a hablar, discutir durante la clase, hacer las cosas juntos. Me acuerdo que Christian nos preguntó nuestros nombres y que hablemos un poco de por qué habíamos llegado a Labo de Electrónica o por qué nos gustaba la electrónica. Y bueno, siempre me gustó que me gustaba hacer aviones y programar arduino y cosas así. Como que siempre tenía muchas ganas de hacerlo, pero bueno, nos preguntó todo y fue tipo, fue un momento lindo de cada uno contaba por qué elegimos esa materia optativa entre las no sé cuántas materias del DF, digamos, o cualquier otra que no del DF. No me acuerdo mucho más, supongo que después llegué y estaba cansado porque era verano. Me venía durmiendo tarde y esto era a las 8 de la mañana, entonces habré llegado a mi casa con una destrucción enorme, pero bueno, estuvo re bueno, estuvo bien.
","[0.53552022 0.52744088 0.48985443 0.50087696 0.51563443 0.52718024
 0.55576261 0.54462656 0.53029584 0.53314792 0.48121847 0.5484805
 0.5768426  0.60934756 0.57434873 0.58540495 0.54278815 0.55234072
 0.54616255]","[0.9105965817576933, 0.8968585073107634, 0.8329466331964174, 0.8516893028425108, 0.8767828560623856, 0.8964153083963599, 0.9450166674710613, 0.9260809686668807, 0.9017130695680592, 0.9065627285107156, 0.8182620796239688, 0.9326341908277747, 0.9808609962594445, 1.0361323162723803, 0.9766204329395509, 0.9954203839282105, 0.92295493743281, 0.939198088681596, 0.9286927507591186]"
17,18.0,primero día cursar presencial primero día cursar presencial post pandemia cursar creer seguramente cursar si estructura materia 2 primero cursar primero clase pabellón cero infinito ahí empezar odiar él pabellón deber existir edificio cuyo configuración pabellón universidad montón espacio aprovechar ventana vidrio lindo mirar través vidrio ventana jardín bosquecito lindo lugar ir estudiar desastre honestamente preferir ir sótano pabellón 2 menos ahí aula tipo asiento mismo nivel entonces si sentar fondo poder ver allá distancia pizarrón cambio si edificio sento fondo ir ver edificio deber ser shopping aeropuerto deber ser pabellón facultad día saber ser medio raro barbijo acuerdo ninguno detalle particular si saber rendido final hacer acuerdo cómo día particular acuerdo gana volver cursar gana probar pabellón cero ver onda querer volver nunca lugar particular día particular día recuerdo llamativo particular,"Primer día de cursada presencial. Primer día de cursada presencial post pandemia ¿qué cursé? creo que seguramente cursé, no, ¿qué? Si, Estructura de la Materia 2 la primera cursada. La primera clase que tuve en el pabellón cero más infinito y ahí empecé a odiarlo, es un pabellón que no debería existir, no es un edificio que la cuya configuración sea de pabellón de una universidad. O sea, tiene un montón de espacios que no se aprovecha, no tiene ventanas, tiene vidrios, lo que está muy lindo mirar a través de un vidrio, pero no tiene ventanas. El jardín es el bosquecito que tiene muy lindo, pero como lugar para ir a estudiar, o sea, es un desastre honestamente. Prefiero ir al sótano del pabellón 2 que al menos ahí las aulas están tipo, o sea, los asientos no están al mismo nivel entonces si te sentas al fondo podés ver algo más allá de la distancia a la que estés al pizarrón. En cambio si en el edificio te sentas al fondo no vas a ver nada. Ese edificio debería ser un shopping o un aeropuerto, no debería ser un pabellón de una facultad. Del día, o sea, qué sé yo, habría sido medio raro, estábamos todos con barbijos. No me acuerdo ningún detalle en particular pero si, no sé, había rendido un final hace poco. No me acuerdo mucho de cómo fue el día en particular, me acuerdo que tenía ganas de volver a cursar y tenía ganas de probar el pabellón cero, a ver qué onda. No quiero volver nunca más a ese lugar, pero en particular sobre el día, no, no en particular sobre el día no recuerdo nada llamativo no, nada particular.
","[0.58370269 0.51383288 0.52800096 0.48539927 0.49605932 0.44880603
 0.41488181 0.45001353 0.4366712  0.34866237 0.41962415 0.40268639
 0.28453812]","[0.9822651146582438, 0.864686974576616, 0.8885292714067848, 0.8168383931906438, 0.8347773143444042, 0.7552586599516522, 0.6981703851133325, 0.7572906601499727, 0.7348379436092168, 0.5867351447326308, 0.7061508731355377, 0.6776477095705987, 0.47882573487861674]"
18,19.0,buen acuerdo creer día labo 5 realidad medio seguir pandemia ir barbijo facu solo laboratorio acuerdo grabar video sacar foto facultad compus mesa óptico compañera compu lucecita pelo distinto momento todavía colorado realidad creer primero mesa óptico ir hacer experimento celda rubidio láser ver espectro si recordar acuerdo contento,"Bueno, no me acuerdo mucho de esto. Creo que fue un día en Labo 5. En realidad medio que seguía la pandemia, pero íbamos con barbijo a la facu solo para el laboratorio. Me acuerdo de grabar un video y sacar fotos de la facultad, y de la compus y la mesa óptica. Estaba con mi compañera y había una compu que tenía lucecitas. Y tenía el pelo distinto, en ese momento todavía era colorada. Y en realidad, creo que estábamos en la primer mesa óptica, que íbamos a hacer un experimento de la celda rubidio con un láser y para ver el espectro. Si no, no tengo mucho más recuerdo de eso. Me acuerdo que estaba muy contenta, pero no mucho más.
","[0.46498253 0.41718397 0.47088687 0.44525234 0.40177184 0.4119761
 0.63826683 0.67085761]","[0.8009819806265414, 0.718643874669708, 0.8111528323640412, 0.7669946295589665, 0.6920948366203916, 0.7096727548207948, 1.0994826685381616, 1.155623756152061]"
19,20.0,primero día cursar presencial buen oficialmente postpandemia segundo 2021 empezar venir acá recaudo buen presencial vuelta cursar teórico 1 amigo ahora dato todavía físico así cursar dividir dos turno creer resto quedar turno vinir barbijo distancia mambo acuerdo raíz empezar venir bicicleta recomendar transporte público así medio venir ahora bici cursar tarde así ir tarde noche buen hecho bastante triste ver facultad tanto vacío tomar mate suerte poder volver hacer hoy acuerdo buen teórico dar mininni práctica emilio día tocar leoni día clase bastante bodrio materia bastante bodrio más … clase aula ferderman conocer pantalla extraño suerte sacar,"Primer día de cursada presencial. Bueno, no fue oficialmente post-pandemia porque fue el segundo 2021, que empezamos a venir acá con todos los recaudos. Pero bueno, fue presencial de vuelta. Cursé Teórica 1, estaban un amigo, que ahora está en datos, todavía estaba en física así que cursaba con él. Y nos dividían en dos turnos, y creo que todo el resto había quedado en el otro turno. Y vinimos con barbijo, con distancia, era todo un mambo. Pero me acuerdo que a raíz de eso empecé a venir en bicicleta porque te recomendaban no en transporte público. Así que medio que por eso vengo ahora en bici. Y cursaba a la tarde, así que me iba muy tarde a la noche pero bueno, nada que no hayamos hecho antes. Y fue bastante triste ver a la facultad tan vacía. Sí, no tomábamos mate, nada de lo que por suerte pudimos volver a hacer hoy ¿qué más me acuerdo? Bueno, la teórica la daba Mininni, la práctica, estaba Emilio los días que a mí no me tocaba y Leoni los días que sí. Las clases eran bastante bodrio, la materia sí es bastante bodrio. Y qué más, no mucho más… que la clase fue en el aula Ferderman, que yo no conocía, que había una pantalla extraña que por suerte la sacaron. No, no mucho más.
","[0.49106443 0.46844757 0.53201688 0.48045923 0.44941211 0.49012114
 0.43802201 0.41083301 0.44358772 0.39941657 0.31706899 0.31467353
 0.22650523 0.07736503]","[0.8593798196641367, 0.8197995152493035, 0.9310480295361792, 0.8408203370483336, 0.7864868071322798, 0.8577290163860452, 0.7665537291544092, 0.7189720366665105, 0.7762939134899098, 0.6989928671781771, 0.55488175545331, 0.550689615472991, 0.396392030398514, 0.13539148316634703]"
20,21.0,acuerdo día particularmente fecha acuerdo cursar método numérico materia cursar amigo pablo amigo gabriel gabriel hayón llamar acuerdo día gabi poder ir así solo pablo acuerdo sentar clase teórico dar … cómo llamar profesora acuerdo profesora bajito canoso acuerdo nombre siempre método materia pablo sentar atrás derecha fondo derecho aula pabellón 1 aula 2 primero piso aula grande fondo izquierdo creer 2 3 lado izquierdo creer 2 acuerdo 3 acuerdo aula grandotas asiento pablo atrás derecho clase ver acuerdo álgebra lineal preliminar materia acuerdo pablo primero vez llevado ipad lápiz escribir vez carpeta decir uy ipad decir un querer hacer acuerdo pablo escribir pablo ipad ahora cambiar ipad cuarto generación pro anterior ipad air funda lápiz apple pencil primero generación acordar llevado cuaderno siempre acuerdo hacer día creer trabajar trabajar suponer trabajar ir cursar olvídatar acuerdo pasar día cero hacer dos año año perdón año 2022 ser marzo 2022 pensar si acuerdo creer después recuerdo si pasar después terminar cursar quedar pablo hablar afuera pabellón 1 siempre hacer recuerdo tal suponer ser así creer decir ver álgebra lineal acuerdo particularmente orden ver cómo enseñar sentir lado sentar fondo sentar fondo derecho mirar decir si mirar pizarrón atrás derecha decir sentir lado derecho pablo lado izquierdo hecho poder ver ipad ahí lado ver mientras escribir acuerdo ver gabi vino decir creer poder venir laburo gabi acuerdo creer acuerdo,"No me acuerdo qué día fue particularmente, qué fecha, pero me acuerdo que fue cursada de Métodos Numéricos. Esa materia la cursé con mi amigo Pablo y mi amigo Gabriel, pero Gabriel Hayón, se llama. Me acuerdo que ese día Gabi, no podía ir, así que fui solo con Pablo. Me acuerdo que nos sentamos, fue una clase teórica que la estaba dando… ¿cómo se llamaba la profesora?, no me acuerdo. Fue una profesora bajita, canosa, no me acuerdo el nombre, que está siempre en Métodos de la materia. Con Pablo nos sentamos atrás de todo a la derecha, todo el fondo a la derecha. Fue en el aula del pabellón 1, el aula 2, es la que está en el primer piso donde están las aulas grandes, al fondo a la izquierda, Creo que es la 2 y la 3, la que está del lado izquierdo, creo que es la 2, no me acuerdo, era la 3, no me acuerdo. Era de esas aulas que son grandotas, con muchos asientos. Con Pablo fuimos atrás de todo la derecha, esa clase vimos, me acuerdo, a Álgebra Lineal, que es como el preliminar para la materia. Me acuerdo que Pablo como que por primera vez había llevado el iPad y un lápiz para escribir en vez de la carpeta. Yo dije, uy, yo tengo un iPad también, dije, uy, yo quiero hacer eso. Y me acuerdo que Pablo escribió en eso, Pablo tenía un iPad, que ahora se lo cambió, tenía un iPad, el cuarta generación, no era el Pro, era el anterior, un iPad Air, uno de esos. Tenía eso con una funda y el lápiz, era el Apple Pencil, pero el de primera generación. Sí, qué más, algo más que me acuerde. Yo había llevado un cuaderno de los de siempre. No me acuerdo qué más hice ese día, creo que trabajando, estaba trabajando, pero supongo que habré trabajado y me habría ido a cursar. Olvídate que me acuerdo de qué pasó ese día, cero, fue hace más de dos años, no, no, no, un año, perdón, más de un año, 2022, habrá sido marzo de 2022. Estoy pensando si me acuerdo de algo más. Creo que después, no tengo recuerdos si pasó, pero después terminó de cursar y nos quedamos con Pablo hablando afuera del pabellón 1, como siempre lo hacíamos. Esto no es un recuerdo tal cual, supongo que habrá sido así. Y creo que nada más. Yo dije que vimos Álgebra Lineal, no me acuerdo particularmente en qué orden lo vimos, cómo lo fue como enseñando. Yo me senté del lado, sí, nos sentamos al fondo, nos sentamos al fondo a la derecha, mirando, digamos, si miras al pizarrón, atrás de todo a la derecha, digamos. Yo me senté del lado derecho, Pablo del lado izquierdo, que de hecho yo como que podía ver el iPad ahí al lado, viste, mientras escribía. No me acuerdo, a ver, no, Gabi no vino, eso ya lo dije. Creo que no había podido venir por laburo, Gabi, no me acuerdo, creo. No, no me acuerdo nada más.
","[0.56882541 0.55543068 0.54864768 0.54083394 0.51473403 0.54343348
 0.5358544  0.50291622 0.52173551 0.50818055 0.51634415 0.5239554
 0.54543473 0.51194174 0.52263138 0.50643506 0.51231286 0.5062848
 0.46874206 0.44203353 0.44748247 0.47135448 0.42380327 0.42314385
 0.33966801 0.42986542]","[0.9662194059583633, 0.9434668203718398, 0.9319450750805757, 0.9186724887428805, 0.8743385939792336, 0.9230881098811474, 0.9102141275291858, 0.8542646061274453, 0.8862314724409429, 0.8632067165537373, 0.8770735798130324, 0.8900022242119991, 0.9264874919392139, 0.8695955553221992, 0.8877532174059707, 0.8602417800286336, 0.8702259476799499, 0.8599865476324839, 0.796215619437867, 0.7508479197959297, 0.7601036095065258, 0.8006531422901615, 0.7198815983407286, 0.7187614995504193, 0.576967579629593, 0.7301789002796427]"
21,22.0,buen primero día presencial post pandemia laburo caso north tower glowant correa alrededor correa 4200 menos oficina tomar 133 levanté 8 mañana bondi llegar bien horario salir levanté 8 salir 8 medio casa menos llegar parada tardar 10 15 minuto muchísimo llegar bondi sentir así excelente buen bundis llegar colo correa hacer yo permiso especial tarjeta buen primero vez ir oficina dar yo acceso acceso especial piso piso específico buen oficina problema encontrar asiento ir ubicado chequear planilla entender goma planilla venir alguien ayudar yo ayudar encontrar asiento poder sentar faltar par cosa faltar mouse acuerdo si teclado realmente acuerdo si hato faltar monitor entonces conseguir cosa ahí set up laburar laburar tranquilo hora almuerzo salir almuerzo almorzar primero vez comer oficina si mal recordar chino peso caminar uno 9 cuadra menos charlar proyecto etcétera gastar alrededor mil mil mil seiscientos peso cosa así después volver seguir laburar tomar café tomar día descubrir máquina tomar café rico después tipo seis moneda tarde volver bondi esperar cuánto esperar ser 10 minuto tomar vuelta laburo metrobús vuelta 133 bondi menos llegar menos 8 noche casa," Bueno, mi primer día presencial post pandemia en mi laburo, en mi caso, fue en lo que sería North Tower de Glowant, que sería en Correa, alrededor de Correa, 4200 más o menos. Yo fui a la oficina, me tomé el 133, me levanté a las 8 de la mañana. El bondi llegó bien horario, yo salí, me levanté a las 8, salí 8 y media de mi casa, más o menos. Llegué a la parada, habrá tardado como muchos 10, 15 minutos, como muchísimo. Llegué al bondi, me senté de una, así que excelente. Bueno, el bundis fue. Llegué hasta Colo Correa. Tuvieron que hacerme un permiso especial para la tarjeta porque, bueno, primera vez que iba a la oficina para darme acceso a todo, acceso especial a mi piso, que es un piso específico. Bueno, fui a la oficina, tuve problemas para encontrar el asiento en donde me iba ubicado. Estuve chequeando una planilla que había, no la entendía, una goma la planilla. Tuvo que venir alguien a ayudarme, me ayudó a encontrar mi asiento, me pude sentar. Me faltaban un par de cosas, me faltaba mouse, no acuerdo si teclado o no. Realmente no me acuerdo si hata me faltaba monitor, pero entonces fui consiguiendo esas cosas y nada, ya ahí tenía el set up para laburar, laburé tranquilo hasta la hora del almuerzo. Salimos del almuerzo, fuimos a almorzar. La primera vez que fui a comer de la oficina, si mal no recuerdo, fuimos un chino por peso, que tenía que caminar unas 9 cuadras más o menos. Fuimos charlando del proyecto, etcétera. Gasté alrededor de mil, entre mil y mil seiscientos pesos, una cosa así. Después fuimos, volvimos, seguí laburando. Tomé, no, café mucho no tomé ese día. Descubrí la máquina, tomé un café, esta era muy rico. Y después tipo seis y monedas de la tarde, volví. El bondi lo tuve que esperar, cuánto lo tuve que esperar. Es tanto, no había sido más de 10 minutos que me lo tomaba en lo que sería a la vuelta de donde laburo, metrobús, de vuelta al 133. Y el bondi fue más o menos, llegué más o menos a las 8 de la noche a mi casa y no mucho más. 
","[0.44629204 0.46845965 0.43662534 0.41756478 0.41380346 0.4119423
 0.44274103 0.40244413 0.3993528  0.41130741 0.42430324 0.45028049
 0.4364021  0.44654176 0.42508384 0.39227103 0.47586041 0.46959205
 0.57339176 0.51625507 0.56896379 0.60387346 0.44902229]","[0.8023912083234535, 0.8422464995494842, 0.7850113883236842, 0.7507422884821888, 0.743979786823103, 0.7406335947946154, 0.7960068233483646, 0.7235567827441081, 0.7179988703567792, 0.7394921256710819, 0.7628574061768484, 0.8095620694019747, 0.7846100213640443, 0.8028401900873633, 0.7642608576940318, 0.7052665100907056, 0.8555523646925564, 0.8442824439830494, 1.0309045825479206, 0.9281781685465986, 1.022943501794787, 1.085707822833154, 0.8072999516097593]"
