,Sujetos,lematizado,texto_crudo,coherencia_evolucion,coherencia_evolucion_normalizada
10,11.0,buen verdad altura acuerdo bastante intento asesinato cristino kirchner acuerdo video alboroto lado acuerdo conocido pensar tipo cosa ver instagram ploy a ey cómo llamar estrategia pensar peligro obtener voto cosa así parecer ridículo acuerdo después salir luz gente tramar asesinato vivir mismo edificio cosa así acto discurso así cristino personal saber si involucrar," Bueno, la verdad que a esta altura ya me acuerdo bastante poco del intento de asesinato a Cristina Kirchner. Me acuerdo del video de que hubo como un alboroto en todos lados. Me acuerdo de que algunos conocidos míos pensaban, tipo cosas que vi en Instagram, que era como un ploy, como un, ay, ¿cómo se llama? una estrategia para que pensaran que ella estaba en peligro y era para obtener más votos. Una cosa así, que me pareció ridículo. También me acuerdo que después salió a la luz que la gente estaba como tramando este asesinato, vivía como en el mismo edificio que ella, una cosa así y no mucho más. Y hubo como un acto, un discurso o algo así de Cristina. Y eso es todo. Pero en lo personal, nada, como, no sé si me involucré mucho con eso. ","[0.57173625 0.580698   0.56272277 0.544076   0.57607873 0.60392175
 0.5003655  0.52888381]","[0.9239069634340251, 0.9383888702280462, 0.9093414860219186, 0.8792089180417236, 0.9309242706564986, 0.975917680311979, 0.8085741785235309, 0.85465884395784]"
11,12.0,intento asesinato cristino fernández kirchner verdad acuerdo día acuerdo noche casa llegado casa cenado creer terminar cenar tarde 11 11 12 enterar acuerdo quién mandar mensaje creer mamá acuerdo raro entender pasado entender si verdad entender si armado viejo super indignado después poner hablar juan así chat sospechar armado entonces confuso entender quedar poner c5n quedar rato ver c5n medio angustiado así poder pasar así grave rato ahí procesar pasar después dormir acuerdo hacer día creer comer papas cena plato amarillo uso siempre solo cena hermano departamento solo,"Intento de asesinato a Cristina Fernández de Kirchner. La verdad que no me acuerdo mucho de ese día, me acuerdo que fue a la noche y que yo estaba en mi casa. Como ya había llegado a mi casa, ya había cenado, creo que ya había terminado de cenar, fue tarde, fue como las 11, 11, 12. Y me enteré, no me acuerdo quién me mandó el mensaje, creo que fue mi mamá y me acuerdo que era muy raro. Como que no se entendía que había pasado, no entendíamos si era verdad, no entendíamos si había estado armado. Mi vieja estaba super indignada, después me puse a hablar con Juan así por chat y él como que sospechaba que estaba armado y entonces era como todo muy confuso. No se entendía nada y nada, me quedé, puse de C5N y me quedé un rato viendo C5N, medio angustiada, así como podía estar pasando algo así de grave. Y me estuve un rato ahí procesando lo que estaba pasando y después me fui a dormir. Pero no me acuerdo qué hice ese día antes de eso. Creo que comí papas en la cena, en el plato amarillo que uso siempre. Y que estaba sola, en la cena. Mi hermano no estaba en el departamento, estaba sola. ","[0.62600844 0.6055767  0.57664748 0.59561398 0.5832094  0.58723066
 0.57765441 0.55436929 0.56614017 0.62370557 0.46499157]","[1.0728937442993112, 1.0378765068090785, 0.9882957395347507, 1.0208017446657265, 0.9995419885049149, 1.0064338814880467, 0.9900214797025657, 0.950113941779148, 0.9702876399982645, 1.0689469295532106, 0.7969326195844185]"
12,13.0,intento asesinato acuerdo enterar twitter ver celu casa escritorio habitación recuerdo día particular acuerdo hablar seba suponer ir afectar marcha creer estudiar así computadora acuerdo ver mucho noticia respecto especulación,"Cuando fue el intento de asesinato, me acuerdo que me enteré por Twitter, lo vi en el celu, estaba en mi casa, en el escritorio de mi habitación. Nada, no lo recuerdo como un día en particular. Me acuerdo que hablé con Sebas porque supuse que le iba a afectar y que él fue a la marcha que hubo. Eso, no, creo que estaba estudiando o algo así, porque estaba con la computadora y nada, me acuerdo de ver muchas noticias al respecto y las especulaciones y todo eso. Pero no mucho más que eso.",[0.46471536 0.5218629  0.53578553 0.33669567],"[0.8383154410680151, 0.941405787051137, 0.9665212659121001, 0.6073764788828072]"
13,14.0,acuerdo atentado cristino mismo día creer jueves casi seguro viernes laboratorio salir cursar creer venir casa creer enterar acuerdo si mirar celular recién casa salir cursar noche 10 red complejo materia optativo día siguiente cursar laboratorio 8 mañana saber si ir haber clase entonces ahí pendiente compañero cursar mensaje grupo whatsapp si ir hacer acuerdo nuevo revoloteo grupo facultad si ser verdad armado demás después finalmente clase llegar medio tarde avisar cancelar cursar laboratorio entonces poder dormir tiempo día creer acuerdo,"Lo que me acuerdo del atentado a Cristina fue que ese mismo día, yo creo que fue un jueves, casi seguro, porque yo los viernes tenía laboratorio y yo salí de cursar y creo que vine para casa y creo que me enteré. No me acuerdo si mirando en el celular o recién en mi casa, porque salía de cursar a la noche, a las 10, Redes Complejas, una materia optativa. Y el día siguiente yo cursaba de laboratorio a las 8 de la mañana y no sabíamos si iba a haber clase o no. Entonces estuvimos ahí pendientes con mis compañeros de cursada, y había muchos mensajes por el grupo de WhatsApp sobre si se iba a hacer o no. Y me acuerdo también que había de nuevo mucho revoloteo por los grupos de la facultad sobre si se había sido de verdad o había estado armado y demás. Y, después finalmente las clases nos llegó medio tarde, pero nos avisaron que se cancelaba nuestra cursada de laboratorio, entonces pude dormir más tiempo ese día. Y creo que no me acuerdo nada más.",[0.58008764 0.56904973 0.57963155 0.54521062 0.5803439  0.51978028],"[0.9288953204078501, 0.9112202901491014, 0.9281649830814107, 0.873046686017621, 0.9293056703566174, 0.8323250371360393]"
14,15.0,evento acuerdo sillón novio acostado ver alguno serie película ver grupo whatsopp facultad compañero poner intentar matar yegua quedar pensar pasar ahí buscar noticia prender tele ver todo secuencia ver video cómo apuntar arma cristino acuerdo parecer bastante impactante quedar ver tele 15 minuto empezar repetir vez pasar tampoco mucho información además quién hacer vídeo después saber poner medio mal situación cuarto hablar novio acuerdo bien hablar después cenar dormir,"De este evento, me acuerdo que estaba en el sillón con mi novio acostada viendo alguna serie o película, y veo en el grupo de WhatsApp de la facultad que un compañero pone intentaron matar a la yegua. Y me quedé pensando qué pasó y ahí busco las noticias y prendo la tele y veo toda la secuencia. Y veo el video de cómo la apuntaron con un arma a Cristina. Y nada me acuerdo que me pareció bastante impactante me quedé viendo un poco la tele unos 15 minutos, pero empezaron a repetir una y otra vez lo que pasó, o sea tampoco tenía mucha información además de quién lo hizo y el vídeo. Y después, no sé, me puso medio mal la situación y me fui al cuarto a hablar de esto con mi novio, no me acuerdo muy bien de qué hablamos. Pero no, después cenamos y me fui a dormir.",[0.58475827 0.52920055 0.53114596 0.55287221 0.45141011],"[0.9966015323268204, 0.9019147059027693, 0.9052302550768434, 0.9422582302363967, 0.7693367248090178]"
15,16.0,buen acuerdo experimento anterior tal vez mismo acuerdo primero acuerdo cama día incidente plata cristino sino arma medio alguno lugar visto arriba twitter día noche hablar novio acuerdo creer pelear teléfono fondo escuchar viejo hablar tono voz poner hablar serio hablar viejo entonces seguir pensar después momento cortar conversación salir cuarto ahí viejo ver tele intento asesinato shockeado re importante sensación seguir ver video medio shock después entrar twitter ver comentario acuerdo mundo saber bien hacer día siguiente acuerdo varios evento saber hacer creer fiesta cancelar cosa así desconcertado,"Bueno, de esto me acuerdo que también estaba en el experimento anterior, tal vez en las mismas, no me acuerdo de la primera. Me acuerdo que estaba en mi cama, durante ese día había como otro incidente en La Plata, pero no contra Cristina, sino como que había habido un arma de por medio en algún lugar, y lo había visto por arriba en Twitter. Y nada, ese día en la noche estaba hablando con mi novio, me acuerdo que creo que nos estábamos peleando, por teléfono, y de fondo escuchaba a mi vieja hablar con un tono de voz que pone cuando está hablando algo serio, que hablaba con mi viejo. Entonces seguía en la mía pensando que no era nada, y después cuando en un momento corté la conversación, salí de mi cuarto, y ahí estaba mi vieja viendo la tele, y estaba todo el intento de asesinato. Estábamos como muy shockeadas, porque nada, era re importante. Y esa sensación de seguir viendo el video en estado medio de shock. Y nada, después entrar a Twitter y ver todos los comentarios, me acuerdo también, todo el mundo sin saber bien qué hacer. Y también eso, el día siguiente, como fue, me acuerdo que había varios eventos y no sabían qué hacer, creo que la fiesta se cancelaba y cosas así, y estaban como muy desconcertados todos.","[0.62357282 0.60068678 0.59365581 0.63027954 0.59839112 0.59587377
 0.6249783 ]","[1.0393721291054445, 1.0012256437938796, 0.9895064190752274, 1.0505509055287392, 0.9973992292526146, 0.9932033188007336, 1.0417147953902184]"
16,17.0,intento asesinato cristino fernandez kirchner mismo día fallecer abuela si mal recordar creer mismo día día bastante destruido bastante cansado acuerdo hacer mañana levanté baño casa después viejo bastante ocupado acompañar internar abuela llevar casa hospital entonces buen viejo ahí después avisar hermano fallecer bien saber ahí poner llorar bastante mal bastante triste después jugar fútbol cursar estructura materia 3 jugar fútbol noche lec laboratorio electrónico cuántico hacer labo 6 7 saber saber cómo decidir venir facu cursar hablar viejo saber bastante cansado destruido venir acá poder prestar mucho atención clase parecido buen clase saber bastante triste salir cursar dar pelota dino compañero laboratorio electrónico cuántico ir jugar lec decir che jugar salir hablar quebrar ahí salir clase querer poner mal cada vez poner mal doler cabeza entonces tratar reprimir el alguno forma después volver casa poner mal casa emocionar prender tele aparecer intento asesinato cristino kirchner noticiero hablar mal mentalmente situación abuela pesar ser terrible intento asesinato saber cómico vida tipo pasar acá cualquiera cosa buen saber suerte pasar parte ayudar distraer yo,"El intento de asesinato de Cristina Fernandez de Kirchner, fue el mismo día que falleció mi abuela si no mal recuerdo creo que fue el mismo día yo ese día estaba bastante destruido, bastante cansado. No me acuerdo que hice a la mañana, me levanté, me fui al baño, yo estaba en mi casa después mi viejo estaba bastante ocupado, porque me estaba acompañando me internaron a mi abuela, la llevaron de la casa al hospital. Entonces bueno mi viejo estaba ahí con ella, y después nos avisó a mis hermanos que falleció, que estaba todo bien, yo que sé. Yo ahí me puse a llorar, estaba bastante mal bastante triste, y después jugaba al fútbol cursaba Estructura de la Materia 3 y jugaba al fútbol a la noche con los del LEC, con el Laboratorio de Electrónica Cuántica donde estaba haciendo Labo 6 y 7. No sé por qué, no sé cómo, pero decidí venir a la facu a cursar. Hablé con mi viejo y yo que sé yo estaba bastante cansado y destruido vine acá, no pude prestar mucha atención a la clase ni nada parecido estaba en esas. Y bueno, fui a la clase yo que sé, estaba bastante triste salí de cursar, yo le tenía que dar la pelota a Dina, mi compañero del Laboratorio de Electrónica Cuántica, que iba a jugar con ellos al LEC. Yo le dije, che no estoy para jugar, salimos, hablamos un poco, me quebré ahí cuando salí de clase. Yo no me quería poner muy mal porque cada vez que me pongo mal me duele más y más la cabeza. Entonces trataba de reprimirla de alguna forma. Y después volví a mi casa que también me puse mal en mi casa, me estoy emocionando, y de la nada como que prendemos la tele y aparece el intento de asesinato a Cristina Kirchner y los noticieros hablando de eso. Yo estaba muy mal mentalmente por la situación de mi abuela y eso, a pesar de ser terrible el intento de asesinato, fue como, no sé, hasta cómico en mi vida. Fue tipo, nada tiene sentido que está pasando acá esto es cualquier cosa y bueno, no sé. Por suerte no pasó nada con eso y en parte me ayudó a distraerme.","[0.60179568 0.5833105  0.57660687 0.57812107 0.61092474 0.58487221
 0.54990185 0.56246473 0.630873   0.65706718 0.5730236  0.55751768
 0.58475912]","[1.0232911169868146, 0.9918589930378998, 0.9804601654958756, 0.9830349095215035, 1.0388141505611554, 0.9945145167548779, 0.9350510453004746, 0.9564129306898149, 1.0727340916367358, 1.1172745757759193, 0.9743671826766972, 0.9480009745286019, 0.9943222149238495]"
17,18.0,intento asesinato cristino fernández kirchner buen día empezar realidad empezar noche anterior enterar intento asesinato revuelo causar recuerdo cursar estructura materia 4 día despertar temprano ver si cursar obviamente ir haber mail oficial decir venir ir ir igual despertar desayunar salir facultad saber ir haber clase aún así pendiente mail cada cinco minuto mirar llegar mail decir clase llegar secretaría decano buen mail decano bastante claro ir haber clase claro igual querer mail docente decir así obvio ir haber clase después ver recuperar común evento así extraordinario hacer clase después resto día vuelto viaje comprar set lego gana armar aprovechar día armar él total tiempo sobrar pasar bien obvio disfrutar día medio raro día intentar asesinar figura política vicepresidente nación acuerdo si dormir bien acuerdo despertar cansado suponer dormir menos noticia casi 12 noche despertar bastante mantener despierto rato día acuerdo cuál si alberto dar feriado acuerdo cuál específico tipo día laboral viejo montón quilombo trabajo correr programa hacer feriado mismo día poder correr atrasar montón cosa lado sentado tranquilo hacer despertado 7 mañana 5 tarde poder haber terminar día día seguir tipo día terminar,"Intento de  asesinato a Cristina Fernández de Kirchner. Bueno, el día empezó, para mí en realidad, empezó la noche anterior cuando me enteré del intento de asesinato y todo el revuelo que causó. Recuerdo que estaba cursando Estructura de la Materia 4, el otro día me desperté temprano para ver si había cursada o no, que obviamente no iba a haber, pero sin un mail oficial que dijera no vengan, yo no iba a no ir igual. O sea, yo me desperté, desayuné y todo, pero no salí para la facultad porque sabía que no iba a haber clase, pero aún así estaba pendiente al mail cada cinco minutos mirando que llegue el mail diciendo que no hay clase. Y llegaba uno de secretaría, otro del decano, y es como bueno, con el mail del decano fue bastante claro que no iba a haber clase. Más claro lo que ya era igual, pero quería un mail del docente y dijo así, obvio que no iba a haber clase, que después veríamos como recuperábamos, lo común de cuando hay un evento así extraordinario y se tenía que hacer una clase. Después el resto del día, yo había vuelto de un viaje, me había comprado un set de lego que tenía ganas de armar y aproveché ese día para armarlo, porque total tenía tiempo de sobra y la pasé bien. O sea, obvio lo disfruté, pero fue un día medio raro. O sea, no son todos los días que intentan asesinar a una figura política y también vicepresidente de la nación. No me acuerdo si dormí bien, me acuerdo que me desperté cansado, supongo que dormí un poco menos porque la noticia era que era casi a las 12 de la noche y me desperté bastante. O sea, me mantuvo despierto un rato más y ese día no me acuerdo cuál fue, si Alberto lo dio como feriado, no me acuerdo cuál fue el específico del tipo día no laboral. Que mi vieja tuvo un montón de quilombo en el trabajo, porque tenía que correr unos programas, pero como se hizo feriado el mismo día no se podían correr y se atrasaron un montón de cosas. Estaba de un lado para el otro y yo estaba sentado tranquilo haciendo nada porque me había despertado a las 7 de la mañana y ya para las 5 de la tarde para mí pudo haber terminado el día y el día ya seguía, pero yo ya estaba tipo, para mí el día ya había terminado.","[0.59666465 0.54701087 0.52785825 0.51688895 0.50367639 0.50420839
 0.57534815 0.58948004 0.5569907  0.55800601 0.4987174  0.39780974]","[1.0040777332325521, 0.9205194854017977, 0.8882891059535396, 0.8698297828021349, 0.8475954595465535, 0.8484907187938443, 0.9682059559578912, 0.9919873359706597, 0.9373137077429242, 0.9390222900222015, 0.8392503763822645, 0.66944120856218]"
18,19.0,acuerdo haber él ver tele haber ver video creer escrito papá decir yo cuidado salir calle pasado así buen vivo microcentro acuerdo creer noche así día pasar después pasar acuerdo verdad así saber,"Me acuerdo de haberlo visto en la tele. De haber visto el video, y creo que me había escrito mi papá para decirme que tenga cuidado, que no salga a la calle, que había pasado algo. Algo así. Bueno, yo vivo en un microcentro. Y no me acuerdo, creo que fue a la noche, así que no había de mucho día. No había mucho que pasara después. Y lo que pasó antes no me acuerdo la verdad. Así que no sé.","[0.41511805 0.34852569 0.3445738  0.35333958 0.49380056 0.51307869
 0.40080863]","[0.7150851028414879, 0.6003726526735613, 0.5935651063284635, 0.6086650908667243, 0.8506241139599887, 0.8838327464672876, 0.6904356028741752]"
19,20.0,acuerdo ver ver vivo si ver después formato noticiero formato pp supuesto acuerdo estudiar estructura 1 discord chico pandemia si mal recordar si estudiar estructura 1 repente saltar pedro creer decir yo che mañana feriado acabar intentar matar cristina tipo enterar así declarar feriado noticia acuerdo día verdad querer acordar yo si día siguiente cursar creer acuerdo ver después verdad poco recuerdo salir ejercicio hacer vez lograr volver concentrar yo después noticia feriado eventualmente llegar acuerdo estudiar cuarto viejo ahí todavía vivir viejo pizarra hacer cosa pizarra usar papel día particular,"Este me acuerdo que estaba, yo ni lo vi, no lo vi en vivo, si lo vi después en formato noticiero y en formato pp, por supuesto. Pero me acuerdo de estar estudiando Estructura 1 por Discord con los chicos, porque fue en pandemia si mal no recuerdo. Si, estaba estudiando Estructura 1 y de repente saltó Pedro creo a decirme, che mañana es feriado acaban de intentar matar a Cristina y yo tipo, ¿qué? Y me enteré así porque se declaró feriado, no por la noticia en sí. Y no me acuerdo qué día fue la verdad, quiero acordarme si al día siguiente yo tenía que cursar o no, pero creo que no me acuerdo. Y eso lo vi después, pero la verdad que tengo pocos recuerdos. 
Nos salió el ejercicio, que estábamos haciendo, una vez que logramos volver a concentrarnos después de la noticia del feriado, pero eventualmente llegamos. Y no, me acuerdo de estar estudiando en mi cuarto, en los viejos, ahí todavía vivía en lo de mis viejos con la pizarra y haciendo cosas en la pizarra para no usar papel. Pero no mucho más de ese día en particular.","[0.59527049 0.5960147  0.61423778 0.6286665  0.60511316 0.52267255
 0.54026631 0.50642109]","[1.0417440426202573, 1.0430464392778522, 1.0749374473176994, 1.1001882101376064, 1.058969059626934, 0.9146951283736465, 0.9454848044946736, 0.8862545005533667]"
20,21.0,buen claramente acuerdo hacer mientras suceder probablemente entrevista anterior acordar después mismo acuerdo creer enterar día trabajo generalmente mediodía abajo cocina hacer comer siempre tele prendido noticia ver ah mentira mentira saber cómo enterar mentira perdón ir atrás saber cómo enterar enterar amigo grupo whatsapp decir decir tipo che ver gatillar cristina así después acuerdo exactamente momento decir amigo siempre hablar jodo siempre decir chiste así decir pedo deber joder creer después cocina almorzar ver noticia decir mirar verdad amigo decir creer así preguntar detalle creer cocina persona limpio casa mientras ahí creer decir a eh mirar pasar cristina así ser probablemente falso decir recordar bien tratar acordar yo detalle probablemente ver mensaje amigo habitación trabajar seguro acuerdo hora amigo amigo secundario grupo secundario poner ahí acuerdo creer nadie responder mensaje incluso clavar visto seguro pensar jodo noticia acuerdo mostrar video chabón gatillar él cristina agachar él retraso tardar rato agachar él noche creer noche video casa día acuerdo,"Bueno, claramente no me acuerdo qué estaba haciendo mientras sucedía. Probablemente en la entrevista anterior me acordaba, esta no. Después del mismo no me acuerdo, creo que cuando me enteré fue que estaba un día de trabajo, generalmente al mediodía, abajo a la cocina y me hago de comer y como que siempre está la tele prendida con noticias y vi que, ah no mentira, mentira, ya sé cómo me enteré. Mentira, perdón, voy para atrás, ya sé cómo me enteré. Me enteré de un amigo que en un grupo de WhatsApp me dijo, dijo tipo, che, ¿vieron que gatillaron a Cristina? Algo así, después de esto no me acuerdo exactamente y nada, yo en ese momento dije nada, es un amigo que siempre habla en joda, siempre dice chistes así y dije nada, no ni en pedo debe estar jodiendo. Y creo que después fui a la cocina para almorzar y lo vi en las noticias y dije, mirá es la verdad lo que mi amigo me decía, creo que fue algo así. No me preguntes más detalles. Creo que en la cocina estaba la persona que limpia mi casa y mientras estaba ahí creo que yo le dije, ah mirá lo que pasó Cristina, algo así habrá sido, probablemente sea falso lo que dije, no recuerdo bien. Estoy tratando de acordarme otro detalle pero probablemente cuando vi ese mensaje del de mi amigo estaba en mi habitación trabajando, pero no estoy seguro. No me acuerdo ni a qué hora fue y nada mi amigo es un amigo de la secundaria y el grupo es del secundario, y nada lo puso por ahí. No me acuerdo más nada, creo que nadie le respondió el mensaje, incluso todos le clavaron el visto, seguro todos pensaron que fue joda y eso no, nada más. 
En las noticias me acuerdo que mostraron un video y todo, del chabón gatillándole y Cristina como que agachándose con retraso, tardó un rato en agacharse pero nada más. Era de noche creo, la noche el video, en mi casa era de día, no me acuerdo más nada.","[0.53756366 0.54700903 0.48926779 0.5514706  0.50545978 0.56429217
 0.50946538 0.61007969 0.56878399 0.51108748 0.52472998 0.52876942
 0.58726674]","[0.9131175103223487, 0.9291616201370523, 0.8310810778762091, 0.9367401387095803, 0.8585851487291762, 0.9585191547979556, 0.8653891430730466, 1.0362948344040892, 0.9661490471598912, 0.868144494180515, 0.8913179331982592, 0.8981794178615011, 0.9975442659316087]"
21,22.0,buen acuerdo súper repentino habitación usar pc empezar haber duda si laburar mañana onda declarar feriado pasar decir intentar matar cristina cómo intentar matar cristina salir noticia salir afuera habitación salir ver viejo ver tele comedor decir intentar matar cristina shock ver onda si hacer feriado si hacer feriado si laburar si laburar etcétera ver terminar laburar igual si mal recordar feriado laborable decir feriado laborable empresa decidir laburar si mal recordar laburar día siguiente mucho discusión grupo etcétera realmente detalle acuerdo,"Bueno, acuerdo que fue súper repentino. Estaba en mi habitación usando la PC y de la nada empiezan a haber dudas de si, ¿laburábamos mañana? ¿Qué onda? ¿Que se declaraba feriado?. Y era como, ¿qué? ¿Qué pasó?. Y me dicen, intentaron matar a Cristina ¿Cómo que intentar matar a Cristina?. Y salgo con esa noticia, salgo afuera de la habitación, salgo a ver a mi viejo que estaba viendo la tele en el comedor y le digo, ¿intentaron matar a Cristina? Sí, sí, sí. Y como, nada, todo un shock. Estábamos todos viendo qué onda, si era o no se hacía feriado, si no se hacía feriado, si se laburaba, si no se laburaba, etc. Y nada, a ver, yo terminé laburando igual porque, si mal no recuerdo, fue feriado no laborable, es decir, feriado no laborable, nada, mi empresa decidió laburar, si mal no recuerdo, yo laburé al día siguiente. Y nada, fue muchas discusiones en el grupo, etc., pero realmente mucho más detalle no me acuerdo. ","[0.5168726  0.44711758 0.49490309 0.42766923 0.41778222 0.40668222
 0.42765545 0.43576236 0.48593906 0.42041573 0.46807316 0.50900942]","[0.9292884410611885, 0.8038754475426034, 0.8897893205694819, 0.7689091425395193, 0.7511332332000614, 0.731176466982947, 0.7688843788271735, 0.7834598373245392, 0.8736728268798912, 0.755868034014378, 0.8415516218087422, 0.91515117882031]"
22,23.0,ok acuerdo acuerdo primero impresión tanto grave deber tomar tanto grave deber haber ser tardar caer jodido pasado primero resultar gracioso tipo triste obviamente cristina querer morir cómo ridículo alguien intentar matar alguien poder tanto simple disparar él tiro primero impresión risa después caer grave pasado obviamente escuchar montón opinión ojalá pasado cosa así indignar yo después debatir amigo parejo gente buen pasar incluso si favor opinión político cristino acuerdo querer hablar ayudante laboratorio 1 momento químico querer mencionar medio cara chico a ey interesar política buen querer discutir debatir docente grave así poder pasar acuerdo ver foto lado noticia lado parecer seguir demasiado tiempo quedar impresión idea seguir dar él mucho vuelta tema buen igual hoy seguir noticia,"Ok, ¿qué me acuerdo de esto? Me acuerdo como que mi primera impresión no fue tan grave como debería, o sea, como que no lo tomé como algo tan grave como debería haber sido, como que tardé en caer de lo jodido que era que haya pasado eso. Como que lo primero me resultó gracioso, tipo qué triste, obviamente yo no tengo nada en contra de Cristina y no quería para nada que se muera, pero cómo que qué ridículo que alguien intente matar a alguien y que no pueda, cuando algo tan simple como dispararle un tiro, esa fue mi primera impresión y de risa. Después como que fui cayendo de a poco en lo grave que era que eso haya pasado y obviamente de escuchar un montón de opiniones como ojalá hubiera pasado y cosas así, y de indignarme mucho con eso. Y después de estar debatiendo con amigos, con mi pareja, con gente, de por qué no estaría nada bueno que eso pase, incluso si no estás a favor de las opiniones políticas de Cristina y lo que sea. Más que nada eso, me acuerdo que algo quisimos hablar, yo estaba ayudante en Laboratorio 1 en ese momento para químicos y como que lo quisimos mencionar y medio que las caras de los chicos fueron de, ay no nos interesa la política. Pero bueno, como que quisimos discutir un poco y debatimos entre nosotros con los otros docentes sobre lo grave que era que algo así pueda pasar. Más que eso, me acuerdo que sí, ver fotos por todos lados y la noticia por todos lados, sí me pareció que se siguió demasiado tiempo. Como que me quedó la impresión de que ya se habían tenido un poco la idea y seguían dándole muchas vueltas al tema. Bueno, igual hasta hoy sigue estando en las noticias eso, pero eso. ","[0.63749517 0.63688619 0.62036413 0.60182587 0.60926248 0.63968492
 0.58451146 0.54211029 0.55774546]","[1.0161285746619788, 1.0151578991351284, 0.9888227316504395, 0.9592738771216132, 0.971127374142745, 1.0196188906796921, 0.9316757528679422, 0.8640908723494274, 0.889012371591069]"
23,24.0,buen intentar asesinato cristino trabajar suceder dar clase matemático 2 clase 19 22 creer 22 momento mirar celular hacer consulta después salir encontrar novio tampoco saber dar clase salir llegar ahí mesa pabellón 1 encontrar alguien ahí sentado franco decir tipo che ver pasar verdad poder creer venir haber casi día semana casa juncal ser sensación raro decir si clase seguramente ahí compañero ir ir después acuerdo sensación poder él creer pedir manada casa cristino día quedar movilización grande ir hacer día siguiente así casa novio ver televisión hablar compañero sentado sillón hablar dos callado recontra impactado imagen visto ser re fuerte pasar decir si bien único poder pensar único poder hablar ir yo crucir amiga llamar male hablar saber comentar hablar cosa hecho momento saber hablar después decir raro dijistir decir hablar creer sensación recordar poder creer garantía social decir dado asumido recontra romper pacto implícito violencia venir escalada además decir todo situación sentir terminar mal entonces acuerdo,"Bueno, en el intento de asesinato a Cristina, yo estaba trabajando cuando sucedió, estaba dando clases en matemática 2, la clase era hasta las 19 o hasta las 22. No, creo que hasta las 22, y yo en ese momento no estaba mirando el celular porque me estaban haciendo consultas y después cuando salí, me encontré con mi novio, él tampoco sabía nada porque también había estado dando clases, y salimos y llegamos ahí a la mesa del pabellón 1 y nos encontramos con alguien más que está ahí sentado que es Franco, y me dice tipo, che, ¿vieron lo que pasó? y la verdad que no lo podía creer. Veníamos a haber estado casi todos los días de esa semana en la casa de ella en Juncal, y había sido una sensación muy rara digamos porque si yo no hubiera tenido esa clase seguramente hubiera estado ahí, y tenía compañeros que iban a ir después también. Me acuerdo sobre todo esa sensación de no poderlos creer. También nos pidieron que no fuéramos todos en manada en la casa de Cristina ese día, que nos quedáramos y que la movilización grande se iba a hacer al día siguiente, así que yo me fui a la casa de mi novio y estábamos viendo la televisión y hablando con otros compañeros, sentados en el sillón y no hablábamos. O sea estábamos los dos callados, recontra impactados porque las imágenes que habíamos visto habían sido re fuertes. Y también me pasó digamos como si bien era lo único en lo que yo podía pensar y lo único de lo que podía hablar, antes de irme me cruzo con una amiga que se llama Male y hablamos y ella no sabía y no lo comentamos, hablamos otra cosa y ella se fue, y de hecho yo en ese momento como que ya lo sabía y ella no, y se fue y lo hablamos después y me dice, que raro que no me lo dijiste, digamos y no lo hablé con ella. Y creo que la sensación que más recuerdo es la de no poder creer, que son garantías sociales digamos que uno tiene dadas por asumidas y que se recontra rompió un pacto implícito de la violencia que ya venía en escalada. Además digamos como toda esa situación uno ya sentía que terminaba mal, entonces eso es lo que me acuerdo.","[0.59853006 0.65422799 0.61703603 0.62825811 0.64075743 0.65929477
 0.64169    0.66536838 0.56250775]","[0.9812663163917412, 1.0725808594370212, 1.0116061101077025, 1.0300042679649528, 1.050496408508137, 1.0808876419766098, 1.0520253140341849, 1.0908450831870433, 0.9222091580513002]"
24,25.0,ok acuerdo enterar discord hablar amigo avisar pasado visto twitter ahí empezar buscar ver video material acuerdo ver sorprender montón pasado así mas allá todo situación poder pasar básicamente acuerdo amigo contar buscar ver después revuelo armado alrededor gente comentar twitter red básicamente,"Ok, esto, también me acuerdo de que me enteré estando en Discord hablando con unos amigos me avisaron que había pasado esto, que habían visto en Twitter. Y ahí empecé a buscar como para ver, estaba el video y todo, como el material. Y nada, me acuerdo que cuando lo vi me sorprendí un montón de que como que haya pasado algo así. O sea, mas allá, de todas las situaciones o que como que pueda pasar esto, y nada, básicamente eso me acuerdo de que estaba con unos amigos, me contaron, lo busqué y veo que después un poco todo el revuelo que se había armado alrededor, la gente comentando en Twitter y en otras redes, pero básicamente eso. ",[0.57825722 0.61984411 0.68945634],"[0.9212688032764798, 0.987524267171748, 1.0984292031215324]"
