Sujetos,lematizado,texto_crudo,coherencia_evolucion
21,ver hacer acuerdo decir mientras pasar enterar así saber hacer saber enterar enterar gracias grupo amigo secundario soler ser gente bromear decir poner grupo broma repente amigo broma poner repente poner ahí grupo perdón palabra gatillar cristina decir deber ser chiste dar mucho importancia día siguiente ver noticia ver exactamente comedor creer suponer bajar comedor comer decir trabajo hacer home office así alguno momento bajar comer comedor cocina perdón tele justo pasar ver decir a eh mirar broma verdad decir gracioso situación gracioso particular gracia amigo saber si recordar,"A ver, ¿qué estaba haciendo durante? No me acuerdo porque, digamos, mientras pasaba yo no me enteré, así que no sé qué estaba haciendo. Sé que me enteré, me enteré gracias a un grupo de amigos del secundario que suelen ser gente que bromean mucho, mucho, digo, todo lo que ponen en ese grupo es broma y de repente uno de mis amigos que más bromas pone de repente puso ahí en el grupo, perdón por la palabra, pero gatillaron a Cristina. Y yo dije, no, esto debe ser un chiste y no le di mucha importancia y al día siguiente, viendo las noticias, veo exactamente esto. En el comedor estaba, creo que supongo que habré bajado al comedor para comer, porque como dije, trabajo, hago home office, así que en algún momento tuve que bajar a comer al comedor, a la cocina, perdón, en la tele justo lo estaban pasando y lo vi y dije, ah, mira, no era broma, era verdad. Y nada, fue, digamos, graciosa la situación, no fue gracioso eso en particular, pero gracia lo de mi amigo. No sé si recuerdo más.","[0.609229177236557, 0.590633487701416, 0.586887389421463, 0.5319034258524576, 0.5593717396259308, 0.45563024282455444]"
22,buen casa tranquilo mal recordar practicar programación leer mensaje whatsapp laburo decir mañana labura básicamente decir pasar mandar mensaje decir yo joder entonces salir habitación decir che papá ver pasar pasar poner noticia intento asesinato cristino fernández kirchner completamente inesperado completamente listo acuerdo noche alrededor uff alrededor partir 8 noche seguro quizás poquito tarde alrededor 8 noche 8 medio creer si mal recordar mentira mentira menos 10 20 listo recordar haber super shockeado poner ver noticia varios ángulo separar guardia seguridad cristino entender pasar obviamente recordar tumulto gente vestido tipo saber si oficina saber decir vestido tipo apretado medio blanco especie patrón blanquito plateado saber si flor saber idea recordar conmoción terrible recordar mensaje grupo onda mensaje jodo mensaje ir esperar ver si declarar asueto barra feriado mañana hacer si laburar laburar final decidir laburar 12 medio noche ir poquito así bastante conferencia prensa hacer conferencia prensa alberto medio bizarro así decir él detalle realmente detalle caso," Bueno, yo estaba en la casa tranquilo, estaba sin mal no recuerdo, estaba practicando programación, y leo un mensaje de WhatsApp de laburo diciendo, mañana se labura, básicamente, porque... y digo, ¿qué pasa? y le estoy mandando un mensaje y  me dicen vos me estás jodiendo? Entonces salgo de la habitación le digo, che, papá, ¿viste lo que está pasando? Y no, no, ¿qué está pasando? Pone la noticia, intento asesinato a Cristina Fernández Kirchner. Completamente inesperado, no, no, no, completamente... todo listo estaba, me acuerdo que fue a la noche, fue alrededor de las... uff, fue alrededor de las... fue a partir de las 8 de la noche seguro pero quizás un poquito más tarde, no, no, fue alrededor de las 8 de la noche, 8 y media creo si mal no recuerdo. No, mentira, mentira, fue más o menos a las 10 y 20 listo, y... recuerdo haber estado super shockeado. Nos pusimos a ver las noticias, los varios ángulos, como los separa el guardia de seguridad, como Cristina no entendía nada de lo que estaba pasando, obviamente. Recuerdo todo el tumulto de la gente, ella estaba con un vestido tipo, no sé si de oficina, no sé como se le dice esos vestidos que son tipo como apretados y era medio blanco con una especie de patrón más blanquito, más que plateado, no sé si era la flor, no sé qué era, no tengo idea. Y recuerdo que había una conmoción terrible, recuerdo muchos mensajes en el grupo de... qué onda mensajes, jodas, mensajes que iban esperando a ver si que declaraban asueto barra feriado de mañana, que se hacía, si se laburaba o no se laburaba, que al final se decidió que se laburaba pero eso de las 12 y media de la noche, va un poquito antes. Pero así, todo bastante, la conferencia de prensa hizo la conferencia de prensa de Alberto, fue todo medio bizarro, por así decirlo. Y... mucho más detalles, no, no, realmente no tengo muchos más detalles en este caso.","[0.5609793771396984, 0.5680816054344178, 0.5992978711922964, 0.5304756723344326, 0.5630919848169599, 0.564439465602239, 0.5494056880474091, 0.6126899570226669, 0.5623120566209158, 0.5468602776527405, 0.49405428767204285]"
23,principio recuerdo época acuerdo importante docente materia ayudante creer día anterior día siguiente hecho dar clase entonces discutir buen mencionar tema momento pasar día pasar principio leer noticia parecer re loco parecer empezar gracioso poder obviamente querer pasar ridículo alguien intentar salir después empezar hablar gente empezar caer fuerte pasado argentino suerte acostumbrado nivel violencia gente importante después empezar hablar grupo buen mencionar él volver importante verdad acuerdo época acuerdo cuatri pasado acuerdo hacer enterar suponer leer noticia casa acuerdo acuerdo haber él él mencionado novia haber discutir después haber debatir importante poder ser haber él discutir gente después mencionar él facultad día siguiente chico noción jodido pasado pésimo,"En principio no tengo muchos recuerdos ni de en qué época fue. Me acuerdo que yo, como algo importante, que yo estaba como docente en una materia como ayudante. Creo que el día anterior, o sea que el día siguiente al hecho, dábamos clase, entonces discutimos que estaría bueno mencionar el tema. En el momento en el que pasó, o en el día en el que pasó al principio, no mucho, cuando leí la noticia me pareció re loco. Me pareció, para empezar, un poco gracioso que no hayan podido, o sea, obviamente no porque quisiera que pase, pero es ridículo que alguien lo intente y que no le salga. Y después sí, como que cuando empezó a hablar la gente, empecé a caer un poco en lo fuerte que era que se hubiera pasado, más que nada en Argentina, que no estamos, por suerte, acostumbrados a ese nivel de violencia ante gente importante. Y después cuando empezamos a hablar en el grupo de que estaría bueno mencionarlo, también como que se me volvía un poco más importante, pero la verdad que no me acuerdo ni en qué época fue, me acuerdo que fue durante el cuatri pasado. No me acuerdo qué estaba haciendo cuando me enteré, supongo que habré leído las noticias en mi casa, pero no me acuerdo. Sí me acuerdo haberselo mencionado a mi novia y haber discutido después, y haber debatido sobre eso, sobre lo importante que puede ser y haberlo discutido con más gente, y después mencionarlo en la facultad el día siguiente para que los chicos también tengan un poco de noción de lo jodido que eso haya pasado y lo pésimo que es, pero no mucho más.","[0.6701877601444721, 0.651928356715611, 0.661677340666453, 0.6651018142700196, 0.6217572391033173, 0.6110882759094238, 0.6179417669773102, 0.5748915672302246]"
24,intento asesinato cristino fernández kirchner pasar jueves acuerdo día cuatrimestre pasado dar clase acá ayudante materia matemático 2 físico salir dar clase día 2 tarde 10 noche 10 mañana 10 noche salir bastante tarde 10 bajar dar clase aula 8 pabellón 1 encontrar mesita identidad puerta varios compañero encontrar novio encontrar amigo franco compañero fadu enterar arriba video visto llegado celular hablar llegar amiga hablar normal salir cursar saber asumir saber hablar después día siguiente enterar conversación yo re shockeada re mal ahí enterar enterar primero pasar uno gana salir hacer además mucho incertidumbre pasado convertido asesinato directamente sentimiento poder él creer día dormir casa novio sentir espera llamar decir ir juncal mismo semana ir varios vez puerta casa cristino apoyar día llamar día movilización volver siguiente ahí movimiento buen primero día sensación creer impotencia poder hacer respecto creer cierto aspecto contrato social ir romper así terminar hacer," Sobre el intento de asesinato a Cristina Fernández de Kirchner, pasó un jueves, me acuerdo porque ese día, el cuatrimestre pasado, yo daba clases acá como ayudante en la materia Matemática 2 para físicos y salía, daba clases todo el día, desde las 2 de la tarde hasta las 10 de la noche, no, más, desde las 10 de la mañana hasta las 10 de la noche. Y cuando salí, ya era bastante tarde, eran más de las 10, bajé porque dábamos clases en el aula 8 del pabellón 1, y me encontré en la mesita de identidad de la puerta con varios compañeros, me encontré con mi novio, me encontré con mi amigo Franco y con un compañero de FADU. Y nosotros ya nos habíamos enterado arriba por un video que habíamos visto que nos había llegado al celular, y estábamos hablando de eso y llega una amiga y hablamos lo más normal, de que ella había salido de cursar y ella no sabía nada y yo asumí como que sabía y no hablé con ella de eso, y después al día siguiente me enteré que ella había tenido esa conversación conmigo, yo estaba re shockeada y re mal, y ella por ahí no se había enterado. Cuando me enteré lo primero que me pasó fue como unas ganas de salir a hacer algo, además había como mucha incertidumbre de que había pasado, de por qué, o sea no se había convertido en un asesinato directamente, era como un sentimiento de no poderlo creer, ese día me fui a dormir a la casa de mi novio y lo que sentíamos era estar a la espera de que nos llamen y decimos nos vamos todos a Juncal. Esa misma semana habíamos ido varias veces a la puerta de la casa de Cristina a apoyar, y ese día no nos llamaron, yo no fui ese día. Sí fuimos a la movilización que volvía siguiente, ahí sí hubo más movimiento pero bueno ese primer día como la sensación fue de no creer y de impotencia de no poder hacer nada al respecto, porque uno cree que hay ciertos aspectos del contrato social que no se van a romper y que así lo terminaron haciendo.","[0.6821618795394897, 0.6652982831001282, 0.6655722260475159, 0.7478859424591064, 0.6633588671684265]"
25,acuerdo despierto mientras pasar enterar hablar discord amigo decir intentar hacer decir medio incredulo principio poder haber pasar acuerdo agarrar celular empezar ver twitter cosa así cosa publicado poder ser raro pasado así acuerdo amigo hablar amigo secundario después seguir hablar dos ahí charlar tema básicamente después buen acuerdo revuelo después haber escuchar gente hablar lado medio internet gente hablar gente hacer meme acuerdo recordar mente imagen video cómo pasar acercar tipo abajo ver salir alguien arma saber detalle sentir día marcar bastante acuerdo cómo resto día alrededor," Me acuerdo más, porque ese sí estaba despierto, mientras estaba pasando. Me enteré que estaba hablando en Discord con unos amigos y uno me dijo, no, intentaron hacer esto. Y dije, nada, como que estaba medio incredulo al principio no puede haber pasado esto. Y me acuerdo que agarré mi celular y empezaba a ver en Twitter y cosas así, cosas que habían publicado y estábamos todos como, que esto no puede ser, que es raro que haya pasado algo así o sea, me acuerdo con los amigos que estaba hablando, eran amigos de mi secundario, que yo después seguí hablando, eran dos. Y estábamos ahí charlando un poco de otros temas. Pero sí, básicamente eso y después, bueno, me acuerdo mucho el revuelo que hubo después de haber escuchado que había gente hablando de esto por todos lados, en los medios, en internet, gente hablando de esto, gente haciendo memes. Pero sí, o sea, me acuerdo, tengo como el recuerdo en mi mente de la imagen del video de cómo pasaba todo como que se acercaba un tipo por abajo y se veía como que salía alguien con una arma, pero sí, no sé qué detalle 
Siento que no fue un día como nada más, o sea, que eso como que marcó bastante y no me acuerdo cómo fue todo el resto del día alrededor de eso.","[0.6449689964453379, 0.6936148881912232, 0.6851191371679306, 0.6778504451115926, 0.6299368739128113, 0.6757509708404541]"
26,pasar intento asesinato cristino fernández kirchner recordar sujeto salir actualmente casa ver momento realmente recordar si serie película ver nota musical hacer comprar ukelele ensayar pronto ukelele tocar bastante instrumento entonces ir guiar ir ayudar entonces recordar tres hacer entrar mensaje whatsapp mamá decir él sintonizar noticia uy tarde recordar casi once noche tal vez mensaje llegar temprano ver hora momento decir hacer intento asesinato vicepresidenta saber todavía conciencia quién vicepresidenta saber quién cristina fernández kirchner saber momento vicepresidenta argentino cristino entonces a eh buen intentar asesinato matar bien kirchnerista peronista así exaltado empezar poner noticia ver ver ver principio prestar atención decir creer caer cuenta quién vicepresidenta realmente decir vicepresidenta cristino a eh saber cristina entonces un ir poner feo entender gran porcentaje población cariño difunto esposo movimiento político conllevar entonces decir buen bien matar si día ser destrozo total protesta buen protesta ser peor recuerdo quedar mirar noticia gran rato ver video casi canal repetir vez mismo dos video ver directamente cómo apuntar cara parecer alguien mover arma alcanzar agachar él video cómo mismo gente ahí reunido cerca casa contener intentar asesinar él quitar arma reducir creer manifestante casa ahorito si mal recordar buen recordar recordar así protestar querer ir apoyar cristina llegar casa larreto massa saber cuál dos gustar cercar casa calle cerca casa cristino gente alborotar prohibir cosa pues obtener contrario pensar ir obtener prohibir cosa mucho gente día tal vez recordar parecer todo organización apodar copito mucho vez ver copito nieve llamar algodón azúcar creer causar gracia colombio grupo delictivo poner así nombre chistoso entonces recordar causar gracia esodecretar feriado feriado gente saber acudir protesta mantener orden recordar haber dormir bastante apoyar marcha quedar dormir dormir bastante,"Cuando pasó lo del intento de asesinato a Cristina Fernández de Kirchner recuerdo que también estaba con el sujeto con el que estoy saliendo actualmente, estábamos en su casa estábamos viendo... en estos momentos realmente no recuerdo si era una serie o una película o estábamos viendo las notas musicales porque hacía poco había comprado un ukelele y estábamos ensayando de pronto ukelele, él toca bastante instrumentos entonces como que me va guiando y me va ayudando. Entonces no recuerdo, una de esas tres lo estábamos haciendo. Cuando a él le entra un mensaje de whatsapp de la mamá diciéndole que sintonice las noticias, uy, ya era tarde recuerdo que ya eran como casi las once de la noche, tal vez el mensaje le llegó un poco más temprano pero él como que lo vio a esa hora. En ese momento él me dijo como hicieron un intento de asesinato a la vicepresidenta no sé por qué, yo todavía no tenía conciencia de quién era la vicepresidenta sí sé quién es Cristina Fernández de Kirchner, pero no sabía en ese momento que la vicepresidenta de Argentina era Cristina. Entonces fue como, ah bueno fue un intento de asesinato, no la mataron, todo está bien, él es muy Kirchnerista peronista así que sí estaba un poco exaltado y empezó a poner noticias y a ver y a ver y a ver, en un principio no presté atención, hasta que él me dijo, creo que no estás cayendo en cuenta de quién es la vicepresidenta, y yo, no, realmente no él me dijo, la vicepresidenta es Cristina, y yo, ah, no sabía que era Cristina entonces fue como, uy esto se va a poner feo porque entiendo que un gran porcentaje de la población le tiene mucho cariño a ella y a su difunto esposo y a todo lo que ese movimiento político conlleva, entonces dije, bueno qué bien que no la mataron porque si no al otro día hubiese sido destrozos total protestas, bueno, de por sí hubo protestas y todo pero hubiese sido mucho peor. Recuerdo que él se quedó mirando noticias un gran rato, que vimos los videos pero casi todos los canales repetían una y otra vez los mismos dos videos que era uno donde se veía directamente cómo le apuntaban a la cara pero que parecía que alguien le movía el arma y ella alcanzó a agacharse, y otro video que era cómo los la misma gente que estaba ahí reunida cerca de la casa de ella lo contenían al que intentó asesinarla y le quitaban el arma lo redujeron. Y creo que que todo esto de que hubiera manifestantes en esa casa ahorita si mal no recuerdo bueno, no recuerdo por qué pero sí recuerdo que fue algo así como que ellos estaban protestando por algo, quisieron ir a apoyar a Cristina llegaron hasta su casa a Larreta O Massa, no sé cuál de los dos, no les gustó eso, cercaron la casa o las calles cerca de la casa de Cristina la gente se alborotó más porque cuando prohíbes las cosas pues más obtienes todo lo contrario a lo que pensaría uno que va a obtener cuando prohíbe las cosas, y por eso había mucha gente ese día tal vez. También recuerdo mucho que al parecer era toda una organización y los apodaron los copitos, por esto de que muchas veces se les vio con copitos de nieve, con lo que yo llamo algodón de azúcar. Creo que me causó gracia en Colombia también a los grupos delictivos les ponen así nombres chistosos entonces recuerdo que me causó gracia eso.
Decretaron feriado sí, como feriado para que la gente no sé, acudiera a protestas como para mantener el orden, y recuerdo haber dormido bastante, no fui a apoyar las marchas ni nada me quedé durmiendo y dormí bastante.","[0.6539716124534607, 0.6665272861719131, 0.7030560714857919, 0.644223948319753, 0.6588795065879822, 0.6478096097707748, 0.6139148076375326, 0.5886040329933167, 0.5923855900764465]"
27,acuerdo tampoco a eh mentira acuerdo vier viernes jueves noche tarde noche tarde día declarar feriado siguiente viernes saber atentado democracia así llamado acuerdo día llegar tarde casa salir laboratorio después salir tarde laboratorio entonces llegar casa día levantar temprano acostar tarde llegar tarde día siguiente levantar 6 mañana dar clase entonces hecho día acuerdo despertar día siguiente noche hecho momento acuerdo red hablar grupo gente empezar buscar debatir cosa importar día día entrar tarde entrar llegar casa así evento marcar día después pasado todo cosa entonces registrar pasar recuerdo saber llegar bastante mails estudiante preguntar yo hola profe mañana clase buen efectivamente ver día siguiente dar clase igual ver si caso facultad abierto así volver casa acuerdo vida alrededor evento poquito pasar gente hablar día siguiente trabajar ir clase día hacer inmediatamente día siguiente responder mails acuerdo día ir dormir si dorir cama levantar día dormir sillón dormir yo bien cómodo poder despertar yo temprano,"No me acuerdo tampoco mucho. Ah, mentira, sí me acuerdo, fue un vier... no, no fue un viernes, fue un jueves, a la noche muy muy tarde, o era no, a la noche muy muy tarde, ese día declararon el feriado siguiente de viernes por esto, no sé, como un atentado a la democracia o así lo habían llamado. Me acuerdo que ese día yo llegué muy tarde a casa porque tenía que salir del laboratorio y después... no, salí muy tarde del laboratorio. Entonces llegué a casa, ese día me levantaba muy temprano, me acostaba muy tarde porque llegaba tarde y al día siguiente me tenía que levantar como a las 6 de la mañana para dar una clase. Entonces, de lo que había hecho antes ese día, no, sí me acuerdo que me desperté al día siguiente, esto fue muy muy sobre, muy a la noche, de hecho, no, en el momento me acuerdo también que por las redes se hablaba mucho por todos los grupos, la gente empezaba a buscar para debatir estas cosas y no me importaba. De lo que fue el día a día, no, me entré tarde, me entré cuando llegué a mi casa, así que el evento que marcó ese día fue después de que hayan pasado todas las cosas, entonces no registré mucho que pasó antes, no lo recuerdo. Sé que me llegaron bastantes mails de estudiantes míos preguntándome hola, profe, mañana hay clase y bueno, cuando efectivamente vi todo eso al día siguiente y fui a dar clase igual, a ver si en caso de que la facultad está abierta, la cual no estaba, así que volví para mi casa, y eso es un poco todo lo que me acuerdo de lo que fue mi vida alrededor de este evento. Fue un poquito como pasó, todo lo que se, que la gente habló mucho de eso y que al día siguiente no tuve que trabajar ni ir a clase. 
No, ese día no, lo que hice inmediatamente al día siguiente es responder mails y nada más. Sí, también me acuerdo que ese día como iba a dormir muy poco y si me duermo en mi cama no me levanto más, ese día me fui a dormir al sillón para dormirme bien cómodo y poder despertarme temprano.","[0.6406989296277364, 0.6458965688943863, 0.653421333857945, 0.599480152130127, 0.574588680267334, 0.5511437468230724, 0.483598272005717, 0.43400223553180695, 0.20117509365081787]"
28,facu laboratorio trabajar acuerdo compañero laboratorio decir apuntar arma cristino hablar asesinato hablar pistola primero decir seguro loquito pistola agua plástico hacer quilombo saber cosa pensar mismo deber ser tanto grave repente arma verdad cómo secuencia primero tema arma verdad pasar momento ir mientras trabajar ir salir noticia tema entonces primero decir decir seguramente loquito arma hacer quilombo después ver arma verdad tipo compañero ver noticia ir informar después acuerdo si exactamente día decir salir disparo posta intentar matar cristina medio salir foto medio momento noticia entonces ir ver cosa ir salir momento ver foto salir ver cristino arma enfrentado apuntar él recuerdo relevante vida parecer medio tomar chiste momento pensar jodar joda pensar tanto exagerado repente si serio así nunca dar mucho importancia importancia pasado estabaestar trabajar sentado computadora," Estaba en la facu, estaba en el laboratorio trabajando, eso sí me acuerdo, y un compañero del laboratorio dice, le apuntaron con un arma a Cristina, porque no se hablaba de asesinato, se hablaba de esa pistola. Primero dije, nada, seguro que fue un loquito, que estaba una pistola, no de agua, pero de plástico, para hacer quilombo y no sé qué cosa, y todos estábamos pensando lo mismo, como que no debe ser nada tan grave, y de repente, no, la arma era de verdad. ¿Y cómo fue la secuencia? Primero el tema de la arma era de verdad, pasa que como fue todo en momento, o sea, como que yo iba, mientras estábamos trabajando, iban saliendo las noticias sobre el tema. Entonces primero era lo que te dije, yo dije, nada, seguramente era un loquito con una arma para hacer quilombo, nada más. Después se vio que era una arma de verdad, tipo mi compañero estaba viendo las noticias y nos iba informando. Y después, yo lo que no me acuerdo si fue exactamente ese día, se dijo que no salió el disparo, o sea que posta la intentaba matar a Cristina. Y en el medio salieron las fotos, o sea, fue medio en el momento la noticia, entonces íbamos viendo cosas que iban saliendo en el momento, veiamos las fotos que salieron donde estaba el, donde se veía el, Cristina con el arma enfrentada, apuntándole. No tengo más recuerdos de eso, no fue muy relevante en mi vida me parece. 
Medio me lo tomé de un chiste en el momento, pensé que era todo una joda, no joda, pensé que no era tan exagerado, y de repente si era más serio, así que nunca le di mucha importancia. Como que la importancia ya había pasado, nada, ya estaba.
Estaba trabajando, estaba sentado en la computadora.","[0.6077464033256877, 0.6067588984966278, 0.5950088500976562, 0.5946794860064983, 0.5848121345043182, 0.6023996373017629, 0.570963180065155, 0.5831161439418793, 0.5968114336331686, 0.4836142659187317, 0.5899533629417419]"
29,entonces recordar enterar tardísimo noche amigo mandar mensaje grupo whatsapp hacer alusión justamente desconectado política mencionar palabra intento asesinato yegua quedar hablar noche novia entender tampoco enterar situación entender tratar cristina inmediatamente buscar 10 noche acabar terminar comer familia buscar efectivamente enterar intento asesinato empezar buscar noticia infobae vídeo youtube tn c5n tratar buscar momento concreto ver intento disparo ver chabón gatilla dos vez pasar mamá importar saber jueves poder ser mamá atrás mirar computadora saber cómo importar tanto papá enterar poner mirar teorizar bala salir montón cosa novia poner bastante angustiado bastante afín cristino alrededor hora teorizar afectar novia dejar hablar respecto cerrar noticia habitación descansar creer recordar," Entonces, recuerdo que me enteré tardísimo por la noche porque un amigo mandó un mensaje por un grupo de Whatsapp haciendo alusión justamente a los desconectados que estamos de la política, y mencionó en sus palabras el intento de asesinato a la yegua, y yo me quedé como ¿de qué está hablando? Y estaba esa noche con mi novia que entendió, tampoco se había enterado de la situación pero entendió que se trataba de Cristina, e inmediatamente buscamos. Eran ya las 10 de la noche acabamos de terminar de comer con mi familia y buscamos y efectivamente nos enteramos de ese intento de asesinato, empezamos a buscar noticias, infobae, algunos vídeos en Youtube de TN, de C5N donde tratamos de buscar el momento concreto donde se veía el intento del disparo, como se ve que el chabón gatilla dos veces pero no pasa nada. A mi mamá no le importó mucho, estaba, no sé, era... un jueves puede ser? Mi mamá estaba atrás mío mirando su computadora, no sé cómo le importó tan poco. Mi papá cuando se enteró de esto también se puso a mirar con nosotros. Teorizamos porque la bala nos salió, un montón de cosas, mi novia se puso bastante angustiada porque es bastante afín a Cristina. Y habremos estado alrededor de una hora teorizando sobre eso hasta que como le afectó mucho a mi novia dejamos de hablar al respecto, cerramos las noticias y nos fuimos a la habitación a descansar. No creo que recuerde nada más.","[0.6283406913280487, 0.5848531808171954, 0.5292110542456309, 0.5315127491950988, 0.5867099612951279, 0.48140690724054974, 0.47392353415489197, 0.27875053882598877]"
30,intento asesinato cristino básicamente acuerdo recuerdo fuerte ver noticia momento ir cosa sumar acuerdo creer armado sino pensar serio pasado recuerdo saber venir memoria relacionado hablar tema crucir vecino venir hacer bastante viejo caminar siquiera saber ir hacer crucir poner hablar tema postura totalmente contrario sino armado dar lástima recordar ver poner hablar presidencia milei tipo menos querer asumir tipo ir país si asumir señor desencadenar hecho atentado desencadenar hecho presidencia milei futuro futuro si suerte presidencia realidad acuerdo hecho pasar alto sino sumir hecho tipo dentro cantidad hecho suceder paísprobablemente poder decir probabilidad probable sentado sillón hacer zapping caer fijo recordar él fijo mentar acordar acordar noche punto cenar acuerdo bien patente día ir iafe mañana siguiente mandar mensaje andreo ir abrir iafe cuestión respeto incidente venir justito memoria ahora listo,"Del intento de asesinato a Cristina básicamente no me acuerdo mucho, lo que sí recuerdo fuerte es cuando lo vi en las noticias, en ese momento que fue como, vamos, otra cosa más para sumar. Eso sí me acuerdo, no fui de los que creyó que fue armado, sino que pensé que en serio había pasado. Y lo que recuerdo, no sé por qué me viene esto de memoria, está relacionado porque hablé del tema, fue que me crucé con unos vecinos que no venía hace bastante con mi vieja caminando, ni siquiera sé qué habíamos ido a hacer. Me los crucé y nos pusimos a hablar del tema, donde la postura de ellos era totalmente la contraria, sino que fue todo armado para dar lástima y que se yo. Y lo que sí recuerdo, eso sí es lo que no tiene nada que ver, es que nos pusimos a hablar de la presidencia de Milei, que tipo, como que ellos más o menos querían que se asuma y yo tipo, no, me tengo que ir del país si asume el señor. Y fue como, o sea, desencadenó el hecho de lo del atentado, desencadenó al hecho de la presidencia de Milei, o futura o no futura, si tenemos suerte de esa presidencia. Pero la realidad es que no me acuerdo mucho del hecho. Lo pasé como, no por alto, sino como que lo sumé como otro hecho más, tipo, dentro de la cantidad de hechos que suceden en el país.
Probablemente, o sea, te lo puedo decir con probabilidad, lo más probable es que estuviese sentada en el sillón haciendo zapping y cayó eso. Pero fijo, recordarlo fijo no. Miento, me acordé, me acordé que cuando fue eso, era de noche, y estaba a punto de cenar, y lo que sí me acuerdo bien patente es que el otro día yo tenía que ir al IAFE, a la mañana siguiente me mandó mensaje Andrea de que no iba a abrir el IAFE por cuestión de respeto al incidente. Me vino justito a la memoria. Ahora sí, listo, no más.","[0.5479558234413465, 0.546267184344205, 0.575547668337822, 0.5170664290587107, 0.5589692741632462, 0.5413047543593815, 0.49417149027188617, 0.4677425563335419, 0.464611291885376, 0.4403691291809082, 0.4470723569393158, 0.42653846740722656]"
