Sujetos,lematizado,texto_crudo,coherencia_evolucion
19,buen creer dormir temprano creer seguro acuerdo despertar yo mentira acuerdo dicho perdido acuerdo casi recordar haber hablar bajón haber perder recuerdo asociado día acuerdo ver dormir," Bueno, creo que estaba durmiendo porque era muy temprano, creo, no soy segura. Y me acuerdo de despertarme. No, mentira, no me acuerdo de que me hayan dicho que habíamos perdido, pero. No me acuerdo casi nada, o sea, recuerdo haber hablado de que era un bajón haber perdido, pero... como que no tengo un recuerdo asociado a ese día. Eso sí que me acuerdo que no lo vi porque estaba durmiendo. ","[0.607106626033783, 0.5784499148527781, 0.626308023929596, 0.6854744553565979]"
20,partido argentino arabia 7 mañana horrible madrugar ver casa familia ir movilizar ver él amigo alegría durar dar vuelta ver comer medialuna comprar día anterior saber ir hacer tiempo ir levantar mas temprano necesario terminar tristeza total acuerdo vivir solo volver viejo departamento camiseta puesto todo triste caminar calle caos fila auto giro insólito decidir ver partido nunca matar así inicio cábala salir bien hacer movimiento mueble living casa poder ver partido mundial general llegar ver él shockeó esperar putar acuerdomucha bronca tristeza profundo desesperanzador medialuna rico siempre,"Partido Argentina Arabia, fue a las 7 de la mañana, horrible madrugar. Lo vi en mi casa con mi familia, porque no me iba a movilizar a verlo con amigos. Fue una alegría que duró poco porque nos lo dieron vuelta. Lo vimos comiéndo medialunas que habíamos comprado el día anterior, porque sabíamos que no ibamos a hacer a tiempo, porque no nos íbamos a levantar mas temprano de lo necesario. Y terminó y fue como una tristeza total, eso me acuerdo. Yo estoy viviendo sola y volví de los viejos al departamento con la camiseta puesta toda triste. Caminando, la calle en caos, filas de autos en giros insólitos. Y decidimos no ver un partido nunca más con mate, así que fue un inicio y una cábala, que salió bien. ¿Y qué más? No mucho más. Hicimos todo un movimiento de muebles en el living de mi casa para poder ver el partido y el mundial en general. Cuando llegué a verlo me shockeó, no me lo esperaba. Y no mucho más, puté, mucho, eso sí me acuerdo.
Mucha bronca, fue una tristeza muy profunda, muy desesperanzador. Las medialunas estaban ricas, pero siempre están. No mucho más.","[0.45904210514078536, 0.45365643075534273, 0.4915322959423065, 0.4750787851711114, 0.3895516707985239, 0.48035061061382295, 0.452280365758472, 0.46939418092370033, 0.45727665083748953, 0.41487162560224533, 0.4390197455883026, 0.3938046023249626, 0.33805909752845764, 0.38304266333580017, 0.3413701057434082]"
21,buen decir verdad peor partido mundial poder preguntar único partido argentino dar pelota verdad recordar absoluto hacer partido después partido capaz poder decir enterar simplemente decir wow raro perdido equipo así tipo arabia saudito selección buen producir tristeza momento tanto meter mundial después empezar meter yo hecho resto partido ver justo partido ver así queno acuerdo partido después situación enterar probablemente ver instagram así acuerdo así certificar así saber,"Bueno, a decir verdad es como el peor partido de los del mundial que me podían preguntar porque fue el único partido de Argentina que no le di nada de pelota. La verdad que no recuerdo en lo absoluto que estaba haciendo, durante el partido o después del partido, capaz lo que puedo decir es que cuando me enteré simplemente dije, wow, qué raro que hayamos perdido contra un equipo así, tipo contra Arabia Saudita que no tiene una selección buena. Pero ni me produjo tristeza ni nada, porque para ese momento no estaba tan metido con el mundial. Después empecé un poco más a meterme, pero de hecho el resto del partido los vi todos. Pero justo este partido no lo vi, así que...
No me acuerdo ni durante el partido ni después ni en qué situación me enteré. Probablemente viendo en Instagram o algo así, pero no me acuerdo. No es así, no certifico que fue así porque no lo sé.","[0.5734037458896637, 0.6022422552108765, 0.5869165807962418, 0.5729614496231079, 0.45797620713710785, 0.5433127880096436]"
22,buen partido levanté 5 medio mañana ir ver casa amigo vecino vivir edificio juntado varios pibe mismo edificio levanté temprano ir comprar factura ir allá panadería rivadavio donato álvarez saber cuál calle continuar donato álvarez después corte rivadavio panadería repleto gente repleto gente comprar 3 medialuna grasa pastelita negro dos mermelada mermelada creer mermelada dos bola fraile azúcar arriba tres churro comprar acuerdo vez comprar faltar minuto menos empezar partido entonces poner trote dos cuadra cuadra medio lugar acuerdo vez llegar puerta edificio mandar mensaje mismo tiempo rápido rápido rápido así abrir ir ver partido después llegar vivir cuarto b cuarto cuarto b lado cuarto ver tele ver sillón living acuerdo súper ansioso partido momento aspero primero partido mundial súper manija acuerdo putear offside partido paja gol mal anulado etcétera situación desesperante acuerdo haber comer bola fraile pastelita negro siempre comprar churro acuerdo haber tomar dos vaso agua menos nublado día poquito soleado poquito nube mayormente soleado después calle tranquilo nadie caminar ir allá acuerdo pibe llegar final primero tiempo ahí empezar meter gol acuerdo querer cagar piña terrible mufa peor decir ir ganar arabia saudito matar él partido buen pasar pasar empezar emprender camino casa hacer casa laburar después emprender camino casa todo gente caliente todo gente decepcionado pastear tacho basura caliente apurado mood completamente depresivo recordar haber llegar laburo mayoría equipo siquiera visto partido informática saber punto ir día medio depre laburar laburar tranca día laburo día usual raro tarea documentación momento documento marchar bien bien estrés adicional laburo después acuerdo palo comer acuerdo detalle día así ir cortar acá," Bueno, este partido yo me levanté a las 5 y media de la mañana porque iba a ver la casa de un amigo que era vecino mío porque yo antes vivía en ese edificio. Me fui a una juntada con varios pibes de ese mismo edificio y yo me levanté temprano porque iba a comprar facturas para ir para allá. La panadería estaba en Rivadavia y... no, en Donato Álvarez no no sé cuál es la calle pero es la que continúa a Donato Álvarez después del corte de Rivadavia. Y la panadería está repleta de gente estaba repleta de gente compré 3 medialunas de grasa, una pastelita negra, dos con mermelada, mermelada creo que sí, sí, mermelada, dos bolas de fraile con azúcar arriba y tres churros, y compré, me acuerdo que estaba... una vez que compré faltaba un minuto más o menos para que empiece el partido. Entonces me tuve que poner a trote, estaba a... a dos cuadras, una cuadra y media del lugar. Me acuerdo que una vez que llegué a la puerta del edificio mandamos muchos mensajes al mismo tiempo rápido, rápido, rápido así me abrían para ir a ver el partido. Después llegamos, él vivía en el cuarto B no, cuarto A, cuarto B era el de al lado, cuarto A. Lo vimos en la tele, lo vimos todos en el sillón, en el living, me acuerdo que era súper ansioso el partido, en ese momento todo muy aspero el primer partido del Mundial, súper manija. Me acuerdo putear mucho porque por todos los offsides del partido nada, una paja, goles mal anulados, etcétera, una situación desesperante. Me acuerdo haber comido yo una bola de fraile, una pastelita negra, que esa siempre la compro para mí y un churro. Me acuerdo haber tomado dos vasos de agua. Estaba más o menos nublado el día, un poquito soleado con un poquito de nubes o sea, pero mayormente soleado. Después estaba la calle tranquila, no había nadie cuando yo caminaba para ir hasta allá. Me acuerdo que uno de los pibes llegó para el final del primer tiempo, que ahí nos empezaron a meter goles. Me acuerdo que lo que quería cagar a piñas, terrible mufa. Lo peor de todo es que dijo que iba a ganar Arabia Saudita, era para matarlo. Y nada, el partido, bueno, pasó lo que pasó, empecé a emprender el camino a casa, no hicimos mucho más en la casa, había que laburar después de eso. Emprender el camino a casa, toda la gente caliente, toda la gente decepcionada. Había uno pasteando tachos de basura todos calientes, todos apurados, todo un mood completamente depresivo. Y nada, recuerdo haber llegado al laburo y la mayoría del equipo ni siquiera había visto el partido, porque son de informática. Y nada, no sé hasta qué punto tengo que ir. Todo el día medio depre, pero nada, se tuvo que laburar, se tuvo que laburar tranca el día del laburo fue un día usual, no había nada muy raro. Estaba con una tarea de documentación en ese momento, con el documento estaba marchando bien, en ese sentido estaba bien, no tenía estrés adicional del laburo. Y después, no me acuerdo ni a palos que comí, no me acuerdo mucho más detalles del día así que lo voy a cortar acá.","[0.5733980510545813, 0.5514233166521246, 0.5513530430339632, 0.5397096037864685, 0.5342116967627877, 0.5592259334193336, 0.5379760405596565, 0.5468034651130438, 0.5671213030815124, 0.5516832598618099, 0.5287447227881505, 0.5278545717398325, 0.5273643379861658, 0.5435639947652817, 0.5302788946363661, 0.5457364767789841, 0.549315767628806, 0.5291657497485479, 0.5283749401569366, 0.4944293648004532, 0.4978066186110179, 0.5672425627708435, 0.4849972128868103]"
23,entonces partido argentino arabia saudito partido temprano mañana 7 mañana saber si querer ver despertar mirar él solo sonido cama computadora tele computadora mismo habitación cama novia dormir así mirar partido solo 7 mañana sueño haber desayunar ir ir comprar desayunar mundo hacer cola gigante mirar partido bajón terrible aparte decir levanté ver partido porquerir acuerdo creer terminar partido volver ir dormir además embole partido muerto sueño aparte levantar hacer montón tanto temprano cursar tanto temprano creer acuerdo desayunar verdad acuerdo acuerdo partido bodrio ir hablar gente conocer mirado poco casi conocido ver acuerdo dormir después dormir rato seguir hablar gente desastre partido triste var cantidad gol sacar var creer," Entonces el partido de Argentina y Arabia Saudita fue el partido que fue muy temprano, a la mañana, a las 7 de la mañana, que yo no sabía si lo quería ver o no, pero me desperté a mirarlo, yo solo y sin sonido, porque tengo la cama en la computadora, que no tengo tele, la computadora la tengo en la misma habitación que la cama y estaba mi novia durmiendo, así que me miré el partido solo a las 7 de la mañana con mucho sueño, sin haber desayunado, porque no iba a ir a comprar nada para desayunar, como todo el mundo que hizo colas gigantes, y me miré el partido que fue un bajón terrible, que aparte me decía por qué me levanté para ver este partido que es una porquería. Y me acuerdo de eso, creo que terminó el partido y me volví a ir a dormir, porque además de que fue un embole el partido, estaba muerto de sueño, aparte no me levantaba hace un montón tan temprano, porque no estaba cursando tan temprano. Sí creo que me acuerdo de eso, no desayuné, más que eso, la verdad no me acuerdo, sí me acuerdo que el partido fue un bodrio, que iba hablando con la gente que conocía, que lo haya mirado, que eran pocos, porque casi todos mis conocidos no lo estaban viendo. Y no me acuerdo mucho más que eso. 
Me fui a dormir, y después de dormir un rato seguí hablando con gente sobre qué desastre que fue el partido y qué triste, y sobre el VAR, y la cantidad de goles que me sacaron con el VAR, creo que eso.","[0.6040654927492142, 0.6089137097199758, 0.6252992153167725, 0.5794422030448914]"
24,buen partido argentino arabia saudito ver tirado cama levantar yo temprano odio levantar yo temprano entonces hacer poner yo alarma exactamente hora jugar despertar yo poner él celular hablar papá tal vez ver él junto final ver cada habitación solo recordar esperar cosa equipo mucho confianza ser equipo saber asio cultura tanto establecido fútbol si país contraincante miedo mucho confianza después tanto gran decepción dormir entretiempo después volver despertar así alarma seguir él ver terminar partido volver dormir seguir ser bastante temprano rato día venir facultad tarde así quedar casa quedar tirado cama levanté recuerdo comentar amigue pasar todo sorpresa resultado ir hacer equipo acuerdo hablar novio respecto cómo buen partido buen recordar sentimiento decepción preocupación arrancar creer campeón después perder primero partido," Bueno, el partido de Argentina y Arabia Saudita lo vi tirada en mi cama sin levantarme, porque era muy temprano, y odio levantarme temprano, entonces lo que hice fue ponerme una alarma exactamente a la hora a la que se jugaba, despertarme, ponerlo en el celular. Había hablado con mi papá de tal vez verlo juntos, pero al final lo vio cada uno desde su habitación solos. Recuerdo que esperábamos otra cosa del equipo, había mucha confianza en que al ser otro equipo, no sé, de Asia, donde no hay una cultura tan establecida del fútbol como si hay en otros países, que eran como contraincantes que a uno le tenía un poco más de miedo, había mucha confianza y después ya no hubo tanta, fue como una gran decepción. Me dormí durante el entretiempo, y después me volví a despertar así con alarmas para seguirlos viendo. Cuando terminó el partido me volví a dormir porque seguía siendo bastante temprano un rato más y ese día no tenía que venir a la facultad hasta más tarde, así que me quedé en mi casa, me quedé tirada en la cama, no me levanté. Sí recuerdo que fuimos comentando con amigues de lo que estaba pasando, como toda la sorpresa y los resultados y lo que iba haciendo el equipo. También me acuerdo que hablé con mi novio al respecto de cómo no había estado bueno el partido. Y bueno, lo que más recuerdo de los sentimientos era como la decepción y la preocupación porque antes de arrancar nos creíamos campeones y después perdemos el primer partido. ","[0.6587148819650922, 0.636160264412562, 0.6128154635429383, 0.6310614347457886, 0.6539953947067261, 0.6292391419410706, 0.6395072937011719]"
25,buen partido ver dormir así acuerdo despertar salir acuerdo haber hablar viejo cómo ser resultado medio bajón uh problema pogs temprano situación acuerdo haber hablar viejo hermano seguro casa haber él ver ahí después tanto enganchado tema mundial hablar tema pasar después cuarto seguir actividad suelo hacer cuarto probablemente jugar computadora después acuerdo haber hablar amigo gente visto partido bajón quedar afuera acuerdo después enganchar mundial intentar despierto poder ver partido básicamente," Bueno, este partido no lo vi, estaba durmiendo cuando estuvo, así que como que del durante no tengo nada, pero se me acuerdo que cuando me desperté y salí, o sea, me acuerdo haber hablado con mis viejos un poco de cómo había sido el resultado que estaban todos medio bajón de uh, un problema de los Pogs que eran muy temprano. Pero sí, de las situaciones ya me acuerdo de haber hablado con mis viejos y con mi hermano porque estoy seguro que estaban todos en casa de haberlo visto ahí. Y después de eso, como yo no estaba tan enganchado con el tema mundial, me hablé con ellos sobre eso para un tema que pasó y después me fui a mi cuarto a seguir con actividades que suelo hacer, que nada, estaba en mi cuarto probablemente jugando con la computadora o algo pero sí. Después me acuerdo de eso, haber hablado con otros amigos y gente que sí había visto el partido y todos estaban con esto de bajón y de no nos quedemos afuera pero sí me acuerdo que después de esto me enganché mucho más con el mundial y sí intenté estar despierto y poder ver algunos de los otros partidos pero básicamente eso.","[0.7489539583524069, 0.774669885635376, 0.7594431638717651]"
26,bien partido argentino arabio saudito recordar día casa chico salir ropa limpio venir facultad partido temprano 7 mañana entonces querer ver él querer ver él entonces preferir irmer casa bañar yo venir yo facultad recordar estar yo bañar vestir yo escuchar vecino gritar gol palabrota terminar alistar yo ir casa vecino compartir patio común preguntar cómo ir partido caído bajo ir perder irme clase así parada bus tomar 159 recuerdo silencio raro 159 ir autopista gente general hora mañana ir intentar dar él último sueño entrar trabajar entonces 159 parecer normal tomo 33 ciudad despertar tomo paseo colón entonces hacer raro hora haber terminar partido hacer raro gente ir quitar camisa ir guardar bolso mundo si regañado ambiente sentir triste llegar facultad enterar marcador cambiar perdido compañero hoy día luto hablar varios compañero lástima ilusión ver mundial ver cómo gente ir celebrar argentino fama ser país futbolero entonces ver él contrario ver el sepelio si alguien muerto alguien importante muerto recordar compañero llamar emanuel decir día empezar contar cábala mufo mufo haber ver primero partido ver segundo partido si ver segundo partido nuevo perder poder volver ver partido quedar amiga ir comprar camiseta querer ver partido entonces día quedar ir comprar camisa recordar almuerzo decir igual argentino favorito probable probable ganar mundial mandar callar mufa sebastián emanuel dos compañero trabajo eufórico mundial compañero franco tanto futbolero entonces decir yo tener paciencia ir ser mes así si argentino recomponer empezar ganar hacer entonces buen día almuerzo explicar mufa explicar cábala contar cuál cábala momento ahí adelante todo conversación mes almuerzo reafirmar cábala frase recuerdo decir emanuel mes esperar sensatez parte nadie decir buen cómo poder creer mufo cábala si estudiar física científico recordar decir mes poner termo labo cabeza decir mes ir cabeza termo así esperar razone sebastián apoyar decir mes ir cabeza termo ir haber razonamiento lógico estudiar físico razonamiento mes celebración sentir hacer bonito diciembre gran mayoría argentino recordar almorzar recordar todo conversación hora almuerzo poquito subido ánimo recordar haber regresar casa volver tener menos mismo tipo conversación compañera compañera casa casi colombio a eh triste perdido argentino sentir argentino," Bien, el partido de Argentina Arabia Saudita. Recuerdo que ese día estaba en la casa del chico con el que salía, pero yo no tenía ropa limpia para venir a la facultad y el partido era muy temprano, eran las 7 de la mañana, entonces ni él quería verlo, ni yo quería verlo, entonces fue como que yo preferí irme a mi casa a bañarme y venirme a la facultad. Pero sí recuerdo estarme bañando, vistiéndome y escuchar a mis vecinos gritar gol y palabrotas. Cuando terminó de alistarme y eso, voy hasta la casa de mi vecino, porque nosotros compartimos todos un patio en común y le pregunto cómo va el partido y estaban todos caídos bajos, que lo iban perdiendo. Yo tenía que irme a clase, así que me fui a la parada del bus, tomé el 159 y recuerdo que todo estaba en un silencio muy raro. Pero como era el 159, iba por autopista, la gente por lo general a esa hora de la mañana va intentando darse su último sueño antes de entrar a trabajar, entonces en el 159 me pareció muy normal. Ya para cuando tomo el 33 ya la ciudad está un poco más despierta, lo tomo por Paseo Colón, entonces me hizo raro que, y ya para esa hora ya tenía que haber terminado el partido, se me hizo raro que la gente se iba quitando las camisas y las iba guardando en los bolsos, todo el mundo estaba como si los hubiesen regañado, todo el ambiente estaba como que se sentía triste. Llegué a facultad y me enteré que el marcador no había cambiado, que habían perdido, mis compañeros estaban como hoy es día de luto, no se habla, varios compañeros estaban como que qué lástima que yo, porque tenía la ilusión de ver el mundial y ver cómo la gente iba a celebrar, porque Argentina tiene la fama de ser un país muy futbolero, entonces fue como verlos todo lo contrario, verlos como en un sepelio, como si alguien hubiese muerto, alguien muy importante hubiese muerto. Y recuerdo mucho que un compañero que se llama Emanuel me dijo que ese día me empezaron a contar que eran las cábalas, que eran las mufas, y porque yo era una mufa por no haber visto el primer partido y tenía que ver el segundo partido, pero que si veía el segundo partido y de nuevo perdían, ya no podía volver a ver más partidos. Y había quedado con una amiga de ir a comprar la camiseta porque queríamos ver los partidos, entonces, no pero ese día no fue, o sea habíamos quedado de ir a comprar las camisas. También me recuerdo que en el almuerzo les dije que igual Argentina era el favorito, que era más probable, o que era muy probable que ganara el mundial y me mandaron a callar por mufa. Sebastián y Emanuel, que son dos compañeros de trabajo, estaban muy eufóricos con el mundial, mi otro compañero Franco no es tan futbolero, entonces estaba como diciéndome tenles paciencia, esto va a ser un mes así, sobre todo si Argentina se recompone y empieza a ganar, que fue lo que hizo. Entonces, bueno, ese día durante el almuerzo me explicaron mufas, me explicaron cábalas, me contaron cuáles eran sus cábalas hasta el momento y de ahí en adelante todas las conversaciones de ese mes de almuerzo eran reafirmando las cábalas. Pero una frase que recuerdo mucho que me dijo Emanuel fue que este mes no esperara sensatez de parte de nadie, porque yo les dije bueno, cómo pueden creer en mufas y cábalas si estamos estudiando física, somos científicos, y recuerdo que me dijo que este mes, y se puso el termo de labo en la cabeza, dijo todo el mes voy a estar cabeza de termo, así que no espere que razone. Y Sebastián lo apoyó, dijo todo el mes vamos a estar cabezas de termos, no va a haber razonamiento lógico por más que estudiemos física. Y no hubo, no hubo razonamiento durante todo el mes, ni la celebración, pero sí siento que hizo un bonito diciembre para la gran mayoría de los argentinos. No recuerdo que estaba almorzando, pero sí recuerdo que todas estas conversaciones fueron en la hora del almuerzo, que ya estaban un poquito más subidos de ánimo. Recuerdo haber regresado a la casa y volver a tener más o menos el mismo tipo de conversación con mis compañeras, pero como mis compañeras en la casa casi todos son de Colombia, estábamos como, ah qué triste que haya perdido a Argentina, pero no era como que lo sintiéramos como los argentinos lo estaban sintiendo.","[0.6687706866685081, 0.6423469353467226, 0.6505945136149724, 0.6497888565063477, 0.6542137402754563, 0.6380464682976404, 0.6205339296297594, 0.6353168070316315, 0.6042132642534044, 0.6313401386141777, 0.5848879473549979, 0.5579100201527277, 0.5295633792877197, 0.5072192698717117, 0.5140678187211355, 0.5474901497364044, 0.45690441131591797]"
27,ver partido así acuerdo trascendental vida así servir punto referencia hacer día acuerdo uno cosa medio vago alrededor vivo salir meme mucho gente comentar tema grupo whatsapp hablar offside 40 offside gol meter cobrar día verdad acuerdo ninguno hecho parecido relevante seguir fútbol entonces decir arabia saudito partido mismo poder haber decir hacer día pepito palote bañar saber verdad acuerdo acuerdo ser mañana temprano decidido decir a eh ir levantar levanté solo despertador levanté ver él importar acuerdo terminar levantar 9 10 día dar clase clase tarde ahí enterar resultado dar clase acuerdo bien hacer tarde buen acuerdo despertar mañana temprano 9 mañana temprano ver resultado ver mientras hacer cosa compu estudiar materia particular estudiar preparar clase cbc hora 10 ir dar él listo acuerdo día verdad acuerdo tema ahí hacer después tarde acuerdo despertar resultado hacer acabar," No lo vi el partido así que no me acuerdo mucho, fue muy poco trascendental para mi vida así que no me sirve mucho como punto de referencia de qué estaba haciendo ese día. Sí me acuerdo de unas cosas medio vagas alrededor, como que en vivo estaban saliendo muchos memes o mucha gente comentando sobre el tema, en los grupos whatsapp estaban todos hablando de que los offside, que los 40 offside, que los goles que metieron no cobraron pero de ese día la verdad, no me acuerdo nada porque no fue ningún hecho que me haya parecido relevante, no sigo mucho el fútbol entonces que me digan, Arabia Saudita y el partido ese, es lo mismo que me puedan haber dicho, qué estabas haciendo el día que Pepito de los palotes se fue a bañar y que, no sé, la verdad no me acuerdo nada. 
Me acuerdo que había sido a la mañana muy temprano y yo ya había decidido dije, ah sí me voy a levantar, no me levanté, solo en el despertador no me levanté a verlo, no me importaba mucho me acuerdo que me terminé levantando a las 9 o 10 de ese día, no tenía que dar clase pero tenía clase a la tarde y ahí fue cuando me enteré del resultado y tenía que dar clase. No me acuerdo bien hacía a la tarde, no, bueno, me acuerdo que me desperté a la mañana temprano 9 de la mañana, para mi es temprano, y vi el resultado y ya lo vi mientras estaba haciendo otras cosas en la compu, estaba estudiando para otras materias, en particular para, estaba estudiando para estaba preparando una clase, sí, del CBC, a esa hora, porque a las 10 tenía que ir a darla y listo. Eso fue, es todo lo que me acuerdo del día, la verdad no me acuerdo qué temas de ahí o qué hice después a la tarde, me acuerdo que me desperté, estaba ese resultado, yo tenía que hacer algo y se acabó.","[0.7519311606884003, 0.7350530624389648, 0.6957484781742096, 0.6972610950469971]"
28,gracioso realidad 7 mañana causa gracia honestamente todo grabación indicar gustar levantar ne temprano 7 mañana claramente importar partido levantar yo 7 mañana levanté ir aclarar empezar hablar acuerdo partido dormido acuerdo cómo cosa cosa así dormido saber ir despertar siquiera intentar siquiera poner alarma importar buen día laborable ir ir trabajo después día saber levantar ir saber quién ganar quién perder ir ir trabajo gracioso partido 3 gol anular gracioso cada vez tirar gol argentino vecino gritar claro después ahí anular dormido despertar cada vez gritar gol decir ¡ guau re bien levantar 3 4 vez gritar gol gol entonces despertar dormido ir despertar cada vez gritar gol lado menos domitar despertar decir ¡ no ¡ tú ganar tipo abrir acuerdo cómo enterar verdad creer abrir tipo noticia celular costar perdido ridículamente entender decir poder ser escuchar gol loco después enterar realidad anulado entonces después acuerdo levanté cambiar bañar bla bla bla laburo acuerdo ambiente uno cara serio deprimente increíble deprimente gente mal humor tipo triste mal humor triste gente triste gente encima tener camiseta claramente juntado ver partido cara medio tristonga después acuerdo facultad verdad acuerdo pasar llegar acuerdo acuerdo gente triste tipo colectivo calle caminar parada 4 5 cuadra triste mal acuerdo trabajo después onda saber buen,"Este es gracioso, porque en realidad era las 7 de la mañana. Me causa gracia, honestamente, que todas estas grabaciones indican que no me gusta levantarne temprano. Porque era las 7 de la mañana y yo claramente no me importaba tanto el partido como levantarme a las 7 de la mañana. Y no me levanté, o sea, yo voy a aclarar algo. Antes de empezar a hablar lo que me acuerdo, yo todo el partido estuve dormido. Pero me acuerdo de cómo fue la cosa. Porque la cosa es así, yo estaba dormido, pero ya sabía que no me iba a despertar, ni siquiera lo intenté, ni siquiera me puse al alarma, no me importaba. Y lo bueno es que era día laborable, yo iba a ir al trabajo después de ese día. Yo sabía que cuando me levantaba iba a saber quién ganó, quién perdió y me iba a ir al trabajo. Pero lo gracioso es, porque fue ese partido donde hubo 3 goles que nos anularon, o qué. Lo gracioso fue que cada vez que me tiraba un gol a Argentina, todos mis vecinos gritaban. Claro, pero después por ahí nos los anulaban. Pero como yo estaba dormido, me desperté cada vez que gritaban gol y yo dije, ¡guau, estamos re bien! Porque me levantaron como 3 o 4 veces de gritar gol, gol. Entonces, yo como me desperté, ¿no? O sea, yo estaba dormido y me iba despertando cada vez que todos gritaban gol en todos lados, o más o menos estaba domitando. Y cuando yo me desperté dije, ¡no, ya está! ¡Re ganamos! Y no, tipo abrí, no me acuerdo cómo me enteré, la verdad. Creo que abrí tipo las noticias que tiene el celular al costado. Y no, habíamos perdido, ridículamente. Y yo no entendía por qué, yo dije, pero no puede ser, porque yo escuché esos goles, o sea, no estoy loco. Y después fue que me enteré que realidad no se habían anulado. Entonces fue eso. Después me acuerdo cuando me levanté y me cambié, me bañé y bla, bla, bla, y fui al laburo, me acuerdo que hay un ambiente, unas caras serias, era deprimente todo. Es increíble lo deprimente que estaba todo. No, no, pero la gente estaba de mal humor, tipo triste. No, no estaba de mal humor, estaba triste, la gente estaba triste. Y había gente que encima tenia la camiseta, o sea, que claramente habían se han juntado para ver el partido, pero todos con cara media tristonga. Después no me acuerdo en la facultad, la verdad no me acuerdo qué pasó cuando llegué. No, no, no me acuerdo, para nada. O sea, me acuerdo la gente triste en el tipo en el colectivo, en la calle. Yo tengo que caminar por la parada como 4 o 5 cuadras y todo un triste mal. Pero no me acuerdo en el trabajo después que onda. No sé. Pero bueno.","[0.5402158413614545, 0.5200998577124932, 0.4955378152204282, 0.5278608798980713, 0.5020462260130913, 0.5038984715938568, 0.5007896783023045, 0.5006764153284686, 0.5113682117727067, 0.49925457743498, 0.5119666874408721, 0.4979739226400852, 0.5190732990917952, 0.49235494299368426, 0.4692034224669139, 0.4877773843705654, 0.4881243729277661, 0.5227812139524354, 0.4926389911595513, 0.4965139925479889, 0.47727253238360084, 0.46790798008441925, 0.46529460411805373, 0.5029585361480713, 0.4891307326880368, 0.4915444999933243, 0.5018204947312673, 0.4897870868444443, 0.4386316069534847, 0.3904610400398572, 0.4703908383846283, 0.38217585533857346, 0.32632800936698914, 0.21464942395687103, 0.3617570400238037]"
29,resultado partido contar previamente poco ilusión respecto mundial hecho situación qatarí hacer todavía incómodo situación así ver horario partido 7 mañana simplemente pasar completamente ver él dormir despertar 9 partido terminar salir notificación teléfono argentino perdido 21 creer resultado 20 equivocado seguro ratificado todavía desilusión respecto repasar evento noche amigo jugar computadora recordar creer alguien comentar largo día verdad prestir tanto poco atención recordar recordar quién gol amigo mencionar árabe parecer practicado específicamente partido,"Del resultado del partido tengo poco para contar porque previamente tenía muy pocas ilusiones respecto a un mundial y de hecho la situación Qatarí hacía todavía más incómoda la situación, así que cuando vi el horario del partido que era a las 7 de la mañana simplemente pasé completamente de verlo y dormí. Me desperté a las 9, ya con el partido terminado y me salió una notificación en el teléfono de que Argentina había perdido 2-1, creo que era el resultado, 2-0, estoy equivocado seguro, pero como que eso había ratificado todavía mi desilusión al respecto. Y habré repasado el evento a la noche con mis amigos jugando en la computadora y no recuerdo, creo que alguien más me lo habrá comentado a lo largo del día, pero la verdad es que le preste tan poca atención que no recuerdo nada más, no recuerdo ni a quiénes fueron los goles. Un amigo me mencionó que los árabes parecía que habían practicado específicamente para ese partido y poco más.","[0.6404067079226176, 0.6174042224884033, 0.6242177486419678]"
